"","gene","r","module_color","module_n"
"8599","Bod1l1",0.711942980490857,"blue",2
"8600","Rab28",0.675843952977914,"cyan",14
"8601","Znf518b",0.677449449822337,"blue",2
"8602","Wdr1",0.838583144560342,"turquoise",1
"8603","Lyar",0.817830337159902,"blue",2
"8604","Nsg1",0.827013291022935,"turquoise",1
"8605","Stx18",0.59466153274539,"lightyellow",19
"8606","Evc",0.68017822500516,"turquoise",1
"8607","CRMP1_gene2946",0.532179718476696,"turquoise",1
"8608","CUNH4orf50",0.74612674130774,"royalblue",20
"8609","JAKMIP1",0.726086065100329,"turquoise",1
"8610","Wfs1",0.516518621399051,"turquoise",1
"8611","Ppp2r2c",0.670915877567189,"darkgreen",22
"8612","Man2b2",0.808606973386531,"magenta",9
"8613","MRFAP1",0.856597263463539,"turquoise",1
"8614","MRFAP1_containing",0.744378560816549,"yellow",4
"8615","Tbc1d14",0.697710529700597,"brown",3
"8616","Tada2b",0.826810814850218,"blue",2
"8617","Grpel1",0.880919792268421,"yellow",4
"8618","Sorcs2",0.783624328865728,"white",27
"8619","Afap1",0.916092820645241,"blue",2
"8620","Ablim2",0.495672770162284,"turquoise",1
"8621","Sh3tc1",-0.217757417444945,"grey",0
"8622","Htra3",0.332308414277695,"turquoise",1
"8623","Acox3",0.594736088803612,"turquoise",1
"8624","Trmt44",0.574106023728836,"cyan",14
"8625","Lrpap1",0.750199823829634,"turquoise",1
"8626","Rgs12",0.647458753756386,"white",27
"8627","Htt",0.811849901341733,"tan",12
"8628","Grk4",0.572035311192021,"turquoise",1
"8629","Nop14",0.723717329202743,"yellow",4
"8630","Mfsd10",0.571598672848881,"turquoise",1
"8631","Add1",0.832497278578818,"turquoise",1
"8632","Sh3bp2",0.320603671060942,"yellow",4
"8633","Tnip2",0.447677145851509,"red",6
"8634","Fam193a",0.599756039780619,"tan",12
"8635","Rnf4",0.771731854354185,"grey",0
"8636","Zfyve28",0.461719867976138,"magenta",9
"8637","Mxd4",0.905464846322519,"purple",10
"8638","Haus3",0.537575763685097,"midnightblue",15
"8639","Nat8l",0.791389671703675,"turquoise",1
"8640","Nelfa",0.477133532348384,"turquoise",1
"8641","Nsd2",0.86058340532616,"blue",2
"8642","Letm1",0.752307521704496,"brown",3
"8643","Tmem161b",0.51260988845859,"turquoise",1
"8644","Fgfr3",0.775050750039705,"lightcyan",16
"8645","Tacc3",0.584664330900487,"turquoise",1
"8646","Tmem129",0.912237365299578,"cyan",14
"8647","Slbp",0.704612551897104,"yellow",4
"8648","Fam53a",0.577834763441089,"turquoise",1
"8649","Uvssa",0.214066155510168,"turquoise",1
"8650","Maea",0.791974900932625,"yellow",4
"8651","Ctbp1",0.857006678466946,"turquoise",1
"8652","Fgfrl1",0.851852385772289,"magenta",9
"8653","Idua",0.759961710635745,"lightcyan",16
"8654","Dgkq",0.334958666488565,"turquoise",1
"8655","Tmem175",0.876922696258859,"turquoise",1
"8656","Gak",0.689750938498891,"turquoise",1
"8657","Cplx1",0.833164806861555,"greenyellow",11
"8658","Pcgf3",0.734565195007574,"purple",10
"8659","Mfsd7",0.604621309538153,"lightcyan",16
"8660","Atp5i",0.777035453872813,"turquoise",1
"8661","Pigg",0.488040979483734,"turquoise",1
"8662","ZNF717_containing_gene3029",0.668442905590771,"turquoise",1
"8663","Tomm7",0.473334495833701,"greenyellow",11
"8664","Fam126a",0.837751981508978,"blue",2
"8665","Klhl7",0.667680118629642,"blue",2
"8666","Nupl2",0.764136035029953,"green",5
"8667","Malsu1",0.905487293694764,"turquoise",1
"8668","Tra2a",0.781768305879099,"salmon",13
"8669","Ccdc126",0.515264693843921,"yellow",4
"8670","Npy",0.695608031068344,"darkgreen",22
"8671","Mpp6",0.539688734620325,"pink",8
"8672","Dfna5",0.665802817669721,"turquoise",1
"8673","Hnrnpa2b1",0.702590306242985,"blue",2
"8674","Cbx3",0.746810992227334,"yellow",4
"8675","Snx10",0.560240607460052,"turquoise",1
"8676","Skap2",0.790344079017503,"white",27
"8677","HOTAIRM1_containing",0.524864279794696,"purple",10
"8678","Hoxa2",-0.184558708383297,"grey",0
"8679","Hoxa3",0.685482064313304,"darkgreen",22
"8680","Hoxa4",0.791374699691299,"greenyellow",11
"8681","Hoxa5",0.680013135355409,"darkgreen",22
"8682","Hoxa7",0.581852214394772,"magenta",9
"8683","Hibadh",0.526956618100704,"turquoise",1
"8684","Tax1bp1",0.702206053383062,"green",5
"8685","Jazf1",0.653641838898078,"green",5
"8686","Creb5",0.747283884258933,"pink",8
"8687","Tril",0.695439553667419,"white",27
"8688","Chn2",0.606120891062938,"blue",2
"8689","Scrn1",0.862098258531017,"brown",3
"8690","Mturn",0.579043888646677,"blue",2
"8691","Znrf2",0.716319351346863,"blue",2
"8692","Ggct",0.579829471066442,"yellow",4
"8693","Gars",0.809333802163698,"yellow",4
"8694","Mindy4",0.533147144897463,"magenta",9
"8695","Aqp1",0.727557728711052,"lightgreen",18
"8696","Adcyap1r1",0.792377935134437,"darkgrey",24
"8697","Pde1c",0.644615723886608,"tan",12
"8698","Avl9",0.921287648185178,"brown",3
"8699","Kbtbd2",0.785768268962069,"black",7
"8700","Rp9",0.678032979469642,"yellow",4
"8701","Fkbp9",0.62803406612287,"magenta",9
"8702","Nt5c3a",0.773673722769284,"yellow",4
"8703","Atp6v1d",0.527140858734927,"turquoise",1
"8704","Bmper",0.681812142507333,"green",5
"8705","Dpy19l1",0.70241682314936,"turquoise",1
"8706","Herpud2",0.582738962554963,"turquoise",1
"8707","Sept7",0.18381596420493,"grey",0
"8708","Anln",0.600691618450517,"blue",2
"8709","Elmo1",0.664361079485474,"greenyellow",11
"8710","Epdr1",0.793308764111612,"turquoise",1
"8711","Stard3nl",0.823285081071171,"yellow",4
"8712","Amph",0.82224684152726,"green",5
"8713","Vps41",0.718825734400677,"brown",3
"8714","Rala",0.645490251867217,"grey",0
"8715","HDHD2_gene3163",0.259109808605524,"turquoise",1
"8716","Cdk13",0.799342813357344,"blue",2
"8717","Inhba",0.632778981696334,"blue",2
"8718","Gli3",0.840016053854013,"pink",8
"8719","CUNH7orf25",0.584912109869417,"midnightblue",15
"8720","Psma2",0.698599675714637,"yellow",4
"8721","Mrpl32",0.750835132129168,"yellow",4
"8722","Hecw1",0.882979070760011,"brown",3
"8723","Stk17a",0.655779903738863,"midnightblue",15
"8724","Blvra",0.63649916405169,"midnightblue",15
"8725","Mrps24",0.817729450250397,"yellow",4
"8726","URGCP",0.706463181591572,"green",5
