"","gene","module"
"G12628","G12628",2
"G12638","G12638",1
"G12647","G12647",2
"G12673","G12673",0
"G12716","G12716",3
"G1274","G1274",6
"PRR12_like","PRR12_like",2
"G12760","G12760",1
"G12766","G12766",0
"G1279","G1279",1
"G12793","G12793",4
"G12808","G12808",5
"G12810","G12810",5
"G12819","G12819",1
"SYT3","SYT3",3
"G1284","G1284",0
"G1287","G1287",0
"G12877","G12877",0
"ARID1A_like_G12878","ARID1A_like_G12878",2
"G12888","G12888",17
"G1289","G1289",1
"RBM39_G12892","RBM39_G12892",1
"G12893","G12893",14
"G12897","G12897",0
"G1290","G1290",1
"G12901","G12901",0
"RBM39_G12903","RBM39_G12903",3
"G12907","G12907",0
"RBM39_G12912","RBM39_G12912",3
"G12914","G12914",3
"G12915","G12915",16
"G12916","G12916",16
"G12918","G12918",14
"G12919","G12919",16
"G12920","G12920",14
"ECE1","ECE1",14
"G12923","G12923",14
"G12924","G12924",17
"G12932","G12932",16
"G12939","G12939",0
"G12941","G12941",1
"G12943","G12943",1
"G12947","G12947",1
"G1295","G1295",2
"G12952","G12952",0
"G12968","G12968",12
"ZNF56_containing_G12974","ZNF56_containing_G12974",1
"G12975","G12975",1
"G12978","G12978",1
"G1299","G1299",1
"G12990","G12990",0
"G12992","G12992",5
"G12998","G12998",2
"G13000","G13000",1
"G13005","G13005",17
"G13010","G13010",0
"G13022","G13022",2
"G13038","G13038",0
"G13044","G13044",2
"G13070","G13070",2
"G13073","G13073",0
"G13075","G13075",0
"G13096","G13096",3
"G13109","G13109",6
"G13115","G13115",0
"G13116","G13116",0
"G13122","G13122",0
"G13124","G13124",1
"G13129","G13129",0
"G13135","G13135",0
"G13139","G13139",3
"G13145","G13145",3
"G13149","G13149",3
"G13161","G13161",1
"G13173","G13173",1
"G13176","G13176",0
"CDH13","CDH13",0
"G13203","G13203",0
"MAF","MAF",1
"G13235","G13235",3
"G13237","G13237",3
"G13239","G13239",0
"MAF_containing","MAF_containing",1
"G13248","G13248",1
"G13250","G13250",0
"H3F3AP4_like","H3F3AP4_like",3
"G13252","G13252",3
"G13276","G13276",4
"G13280","G13280",3
"G13286","G13286",1
"HSPBAP1_containing","HSPBAP1_containing",4
"MARCH8_containing","MARCH8_containing",3
"G13314","G13314",6
"G13316","G13316",0
"G13323","G13323",0
"G13329","G13329",2
"G13333","G13333",9
"G13334","G13334",9
"G13337","G13337",1
"LINC01572_containing","LINC01572_containing",3
"NFAT5_containing","NFAT5_containing",1
"G13346","G13346",3
"G13352","G13352",1
"G13372","G13372",0
"G13391","G13391",0
"G13406","G13406",3
"G1341","G1341",11
"G13436","G13436",1
"G13437","G13437",1
"G13445","G13445",0
"RPS12","RPS12",2
"G1346","G1346",0
"CDH11","CDH11",1
"G13487","G13487",1
"HSP90AA1_G13491","HSP90AA1_G13491",4
"G13497","G13497",4
"G13498","G13498",2
"G13500","G13500",3
"GOT2_G13506","GOT2_G13506",1
"G13507","G13507",0
"G13527","G13527",6
"G13537","G13537",5
"G13544","G13544",0
"G13545","G13545",0
"G13562","G13562",6
"MIR138-2_containing","MIR138-2_containing",1
"G13579","G13579",3
"NUDT21_containing","NUDT21_containing",6
"G1359","G1359",11
"G136","G136",2
"G13623","G13623",0
"G13642","G13642",3
"G13644","G13644",6
"G13645","G13645",5
"G13659","G13659",0
"G1366","G1366",3
"G13673","G13673",1
"G13676","G13676",0
"G13689","G13689",0
"G13691","G13691",1
"G13693","G13693",3
"G13697","G13697",1
"ZNF25","ZNF25",1
"G13702","G13702",0
"G13703","G13703",0
"G13711","G13711",1
"G1372","G1372",1
"G13731","G13731",1
"CYLD_containing","CYLD_containing",0
"G13748","G13748",2
"G1375","G1375",1
"G13753","G13753",0
"G13754","G13754",1
"G1376","G1376",1
"G13762","G13762",1
"G13772","G13772",0
"G13775","G13775",2
"G13788","G13788",1
"G1379","G1379",0
"G13793","G13793",11
"OGA_like","OGA_like",6
"G13798","G13798",2
"G13808","G13808",1
"G1381","G1381",0
"G13810","G13810",0
"FZD3_containing","FZD3_containing",2
"G13817","G13817",0
"G13823","G13823",0
"G1383","G1383",3
"G13830","G13830",1
"G13841","G13841",2
"G13842","G13842",0
"G13843","G13843",0
"G13844","G13844",0
"G13846","G13846",1
"G13849","G13849",2
"G1385","G1385",3
"G13855","G13855",2
"G13856","G13856",5
"STMN4_like_G13860","STMN4_like_G13860",17
"G13865","G13865",14
"G13867","G13867",4
"ADRA1A_containing","ADRA1A_containing",2
"G13871","G13871",14
"PPP2R2A_like","PPP2R2A_like",2
"G13875","G13875",14
"EBF2","EBF2",1
"G13880","G13880",0
"STMN4","STMN4",17
"G13892","G13892",0
"G13897","G13897",2
"G13899","G13899",0
"G139","G139",1
"NKX3-1_containing","NKX3-1_containing",12
"SLC25A37_containing_G13922","SLC25A37_containing_G13922",0
"G13925","G13925",2
"SLC25A37_containing_G13931","SLC25A37_containing_G13931",0
"G13932","G13932",5
"G13933","G13933",3
"G1395","G1395",4
"G1398","G1398",2
"KCNQ1OT1_G13992","KCNQ1OT1_G13992",1
"FAM241A","FAM241A",1
"G13998","G13998",1
"G1400","G1400",4
"G14001","G14001",3
"G14008","G14008",0
"G1401","G1401",1
"G14010","G14010",2
"G14011","G14011",0
"G14014","G14014",3
"G14015","G14015",0
"G14026","G14026",1
"G1403","G1403",0
"G14030","G14030",1
"G14037","G14037",0
"G14038","G14038",0
"G1404","G1404",1
"G14044","G14044",4
"G1405","G1405",0
"G14053","G14053",0
"G14063","G14063",5
"G14065","G14065",0
"G14066","G14066",0
"G14084","G14084",1
"G14085","G14085",1
"G14086","G14086",0
"G1409","G1409",3
"G14093","G14093",5
"G14097","G14097",2
"G14099","G14099",2
"G14101","G14101",0
"G14108","G14108",0
"G14112","G14112",0
"G14113","G14113",1
"G14128","G14128",1
"G14129","G14129",2
"G14132","G14132",1
"G14135","G14135",0
"GOT2_G14137","GOT2_G14137",2
"GOT2_G14138","GOT2_G14138",0
"G1414","G1414",0
"G14142","G14142",8
"G14149","G14149",0
"G14150","G14150",1
"G14155","G14155",0
"SNX25_containing","SNX25_containing",0
"G1416","G1416",0
"G14163","G14163",0
"G14172","G14172",0
"G14175","G14175",1
"G14190","G14190",0
"G14191","G14191",0
"G14193","G14193",3
"G14195","G14195",1
"G14198","G14198",6
"G142","G142",10
"PCM1_like","PCM1_like",0
"G14202","G14202",0
"G14206","G14206",2
"ZDHHC2_containing","ZDHHC2_containing",0
"G14224","G14224",2
"G14227","G14227",1
"G14228","G14228",1
"DLC1","DLC1",0
"G14242","G14242",1
"G14247","G14247",2
"G1425","G1425",2
"G14265","G14265",0
"G14267","G14267",0
"G14269","G14269",0
"G1427","G1427",4
"G14285","G14285",1
"TIPARP_like","TIPARP_like",0
"G14299","G14299",0
"G14300","G14300",0
"G14301","G14301",1
"G14302","G14302",2
"G14306","G14306",0
"G1431","G1431",1
"G14310","G14310",1
"G14311","G14311",0
"RNF170_containing","RNF170_containing",4
"G14314","G14314",1
"G14315","G14315",1
"G14317","G14317",1
"G14318","G14318",1
"G14323","G14323",1
"G14325","G14325",1
"G14332","G14332",2
"G14340","G14340",0
"G14351","G14351",2
"G14367","G14367",4
"HOOK3_containing","HOOK3_containing",0
"G1437","G1437",5
"G14390","G14390",0
"BLOC1S4_G14399","BLOC1S4_G14399",1
"G14402","G14402",1
"G14405","G14405",0
"G14416","G14416",1
"G14430","G14430",8
"SLC8A1","SLC8A1",0
"UNC5D_like_G14441","UNC5D_like_G14441",0
"G14442","G14442",0
"UNC5D_G14446","UNC5D_G14446",1
"G14455","G14455",0
"G14460","G14460",2
"G14463","G14463",1
"NRG1_like","NRG1_like",1
"G14473","G14473",5
"G14476","G14476",1
"G14478","G14478",0
"G14479","G14479",3
"G1448","G1448",1
"G14480","G14480",0
"HSPH1","HSPH1",13
"G14485","G14485",1
"G14486","G14486",1
"G14488","G14488",2
"G14494","G14494",1
"G14495","G14495",0
"G14510","G14510",16
"G14511","G14511",0
"G14536","G14536",14
"G1454","G1454",1
"G14541","G14541",14
"VGLL3_containing","VGLL3_containing",1
"G14548","G14548",14
"G14550","G14550",14
"G14552","G14552",0
"G14558","G14558",0
"G1456","G1456",1
"G14581","G14581",1
"G14595","G14595",10
"G146","G146",0
"G14613","G14613",1
"MIR125B2_containing","MIR125B2_containing",1
"AUTS2_G14631","AUTS2_G14631",0
"G14632","G14632",0
"G14634","G14634",0
"G14638","G14638",4
"NCAM2_like","NCAM2_like",4
"NCAM2_containing_G14640","NCAM2_containing_G14640",0
"G14644","G14644",0
"G14645","G14645",0
"G14646","G14646",1
"G1465","G1465",1
"G14651","G14651",0
"G14653","G14653",0
"ZNF717_containing_G1466","ZNF717_containing_G1466",3
"G14671","G14671",3
"G14718","G14718",1
"G14733","G14733",1
"G14740","G14740",1
"G14765","G14765",1
"G14771","G14771",2
"ITSN1","ITSN1",2
"G14773","G14773",0
"G14778","G14778",1
"G14804","G14804",4
"G1482","G1482",1
"G14826","G14826",1
"SIM2_like_G14829","SIM2_like_G14829",14
"G14839","G14839",1
"G1484","G1484",1
"TTC3_containing","TTC3_containing",2
"G14848","G14848",1
"G14852","G14852",1
"G14853","G14853",1
"G14861","G14861",0
"G1487","G1487",1
"KCNJ6_containing","KCNJ6_containing",10
"G14901","G14901",1
"G14905","G14905",1
"G1491","G1491",1
"SLC7A5","SLC7A5",0
"G14931","G14931",0
"G14935","G14935",2
"G14937","G14937",1
"G14941","G14941",0
"G14946","G14946",0
"G14947","G14947",0
"PKNOX1_containing","PKNOX1_containing",3
"G14950","G14950",1
"G14955","G14955",0
"G14964","G14964",1
"G14966","G14966",1
"G14975","G14975",0
"G14978","G14978",0
"G14982","G14982",0
"G14983","G14983",1
"G14984","G14984",1
"G14997","G14997",0
"FOXN3","FOXN3",5
"G15015","G15015",4
"G15023","G15023",2
"G15033","G15033",5
"G15035","G15035",3
"G15044","G15044",0
"G15046","G15046",0
"G15048","G15048",0
"G15052","G15052",0
"G15056","G15056",0
"G15066","G15066",0
"G15071","G15071",0
"G15074","G15074",2
"G15077","G15077",1
"G15079","G15079",0
"G15081","G15081",0
"G15082","G15082",1
"G15084","G15084",1
"TTC3_G15091","TTC3_G15091",0
"ZNF791_containing","ZNF791_containing",0
"G15101","G15101",1
"KBTBD8_containing","KBTBD8_containing",2
"FRMD4B","FRMD4B",0
"G15115","G15115",0
"FRMD4B_like","FRMD4B_like",4
"G15120","G15120",0
"G15121","G15121",0
"G15122","G15122",5
"G15123","G15123",1
"G15124","G15124",1
"FAM19A1_containing","FAM19A1_containing",7
"MITF_like_G15126","MITF_like_G15126",0
"G1513","G1513",2
"SUCLG2_like","SUCLG2_like",1
"G15131","G15131",0
"G15132","G15132",2
"G15133","G15133",1
"MITF","MITF",1
"ARL6IP5_like","ARL6IP5_like",2
"G15142","G15142",4
"EOGT_containing","EOGT_containing",3
"G1515","G1515",3
"G15150","G15150",3
"G15151","G15151",1
"G15153","G15153",1
"MITF_like_G15154","MITF_like_G15154",1
"G15157","G15157",1
"GXYLT2_containing","GXYLT2_containing",1
"G1516","G1516",0
"PPP4R2_G15164","PPP4R2_G15164",1
"PPP4R2_G15165","PPP4R2_G15165",1
"G15166","G15166",0
"RYBP_like","RYBP_like",1
"G15170","G15170",1
"CRIPT","CRIPT",0
"G15172","G15172",2
"G15176","G15176",5
"G15178","G15178",3
"TRIM35_G15189","TRIM35_G15189",17
"G1519","G1519",1
"G15190","G15190",17
"G15193","G15193",17
"G15195","G15195",17
"GPR27_containing","GPR27_containing",2
"PDZRN3_like","PDZRN3_like",1
"TRIM35_containing","TRIM35_containing",14
"G15204","G15204",14
"G15205","G15205",14
"SHQ1_like","SHQ1_like",1
"G15209","G15209",1
"ID4_like","ID4_like",1
"TRIM35_G15213","TRIM35_G15213",14
"G15214","G15214",14
"G15219","G15219",0
"G15222","G15222",14
"ADCY10_containing","ADCY10_containing",0
"G15227","G15227",14
"CNTN3_like","CNTN3_like",4
"G15229","G15229",1
"CNTN4","CNTN4",3
"G15241","G15241",3
"G15242","G15242",14
"G15243","G15243",14
"G15244","G15244",17
"LRRN1_containing","LRRN1_containing",3
"G15258","G15258",1
"G15262","G15262",14
"STMN4_like_G15263","STMN4_like_G15263",14
"G15264","G15264",17
"G15268","G15268",0
"SETD5","SETD5",0
"G15271","G15271",14
"G15273","G15273",14
"G1528","G1528",1
"G15282","G15282",1
"G15289","G15289",0
"G15293","G15293",0
"EIF4E3","EIF4E3",2
"EIF4E3_containing","EIF4E3_containing",2
"G15311","G15311",0
"SLC6A1_like","SLC6A1_like",0
"G15316","G15316",2
"G15319","G15319",1
"G15322","G15322",16
"G15324","G15324",16
"G15327","G15327",14
"G15328","G15328",0
"G15329","G15329",14
"G15331","G15331",0
"G15334","G15334",0
"G15340","G15340",14
"G15366","G15366",0
"G15372","G15372",0
"G15379","G15379",8
"G15382","G15382",1
"G15388","G15388",1
"G15398","G15398",2
"G15404","G15404",0
"G15408","G15408",1
"G15418","G15418",4
"G15420","G15420",0
"G15428","G15428",5
"G15430","G15430",1
"G15432","G15432",0
"G15443","G15443",2
"G15448","G15448",5
"KLF15_like","KLF15_like",2
"G1546","G1546",4
"G15462","G15462",5
"G15468","G15468",2
"G15469","G15469",0
"G15476","G15476",0
"G15480","G15480",2
"G15482","G15482",2
"G15487","G15487",0
"G1549","G1549",0
"G15491","G15491",2
"G15528","G15528",3
"G15533","G15533",2
"G1554","G1554",1
"G15551","G15551",4
"G15575","G15575",5
"BTG1_G15579","BTG1_G15579",0
"G15581","G15581",1
"G15588","G15588",4
"G15589","G15589",1
"G1559","G1559",13
"G15596","G15596",15
"G156","G156",1
"G15608","G15608",0
"G15609","G15609",6
"G15616","G15616",0
"G1562","G1562",1
"G15624","G15624",4
"G15625","G15625",4
"G15630","G15630",3
"G15637","G15637",0
"G15641","G15641",1
"G15655","G15655",0
"G15658","G15658",0
"G15675","G15675",2
"G1568","G1568",3
"G15693","G15693",1
"G15705","G15705",1
"G15718","G15718",6
"G1572","G1572",1
"G15726","G15726",0
"G15737","G15737",6
"G15738","G15738",3
"G15741","G15741",3
"G15748","G15748",0
"G15749","G15749",0
"G15755","G15755",2
"G15763","G15763",2
"G15771","G15771",1
"G15777","G15777",1
"G15785","G15785",0
"G15787","G15787",0
"G1579","G1579",1
"G158","G158",3
"G15803","G15803",1
"G15806","G15806",6
"G15815","G15815",1
"G15844","G15844",1
"G15845","G15845",1
"G15859","G15859",0
"G1586","G1586",3
"BRAF_containing","BRAF_containing",0
"G15881","G15881",0
"G15883","G15883",1
"G15889","G15889",0
"G15894","G15894",0
"G15900","G15900",1
"G15907","G15907",1
"FMC1_like","FMC1_like",1
"G15924","G15924",1
"G1593","G1593",1
"KIAA1549_containing","KIAA1549_containing",2
"G15959","G15959",0
"DGKI_containing","DGKI_containing",0
"UBN2_containing","UBN2_containing",1
"G15971","G15971",1
"G1599","G1599",3
"G15991","G15991",0
"G15992","G15992",0
"G15994","G15994",0
"G15995","G15995",0
"G15997","G15997",2
"G16004","G16004",0
"G16006","G16006",2
"ITM2B","ITM2B",7
"G16009","G16009",0
"G1602","G1602",1
"G16021","G16021",3
"G16023","G16023",2
"G16028","G16028",1
"G16034","G16034",0
"G16038","G16038",2
"RNY4_containing","RNY4_containing",2
"G1604","G1604",1
"G16049","G16049",2
"G16063","G16063",1
"G16070","G16070",0
"COPG2IT1_containing","COPG2IT1_containing",0
"G16076","G16076",0
"G16077","G16077",0
"G16078","G16078",0
"G1608","G1608",6
"PPP2R5E_containing","PPP2R5E_containing",1
"G16083","G16083",2
"G16084","G16084",2
"G1609","G1609",1
"G161","G161",0
"G16100","G16100",0
"G16101","G16101",0
"RUNDC3B_G16103","RUNDC3B_G16103",0
"RUNDC3B_G16104","RUNDC3B_G16104",0
"G16110","G16110",2
"G16112","G16112",3
"G16128","G16128",1
"G16136","G16136",0
"G16143","G16143",0
"G16145","G16145",1
"G16148","G16148",1
"CDK14_like","CDK14_like",1
"G16153","G16153",1
"G16157","G16157",11
"G16160","G16160",1
"ZNF709_like_G1617","ZNF709_like_G1617",2
"G16170","G16170",1
"G16171","G16171",2
"G1618","G1618",1
"CDK6_like","CDK6_like",0
"G1619","G1619",1
"CREBRF_like","CREBRF_like",3
"G16213","G16213",2
"G16214","G16214",2
"G16222","G16222",0
"G16225","G16225",1
"DLX6-AS1_containing","DLX6-AS1_containing",1
"G16245","G16245",5
"G16246","G16246",5
"G16253","G16253",0
"PHF14","PHF14",2
"G16280","G16280",3
"NORAD_like_G16291","NORAD_like_G16291",0
"G1630","G1630",0
"ING3_like","ING3_like",1
"G16302","G16302",0
"G16303","G16303",0
"G16308","G16308",2
"G16309","G16309",4
"G16319","G16319",2
"G16320","G16320",0
"G16321","G16321",0
"POT1_like","POT1_like",0
"G16343","G16343",5
"G16344","G16344",0
"G16348","G16348",2
"G16351","G16351",3
"G16353","G16353",2
"G16369","G16369",1
"G1638","G1638",0
"G16380","G16380",1
"G16385","G16385",5
"G1639","G1639",0
"CCDC71L_like","CCDC71L_like",1
"G16406","G16406",1
"SYPL1_G16407","SYPL1_G16407",10
"G16409","G16409",0
"G16414","G16414",2
"NAMPT_G16421","NAMPT_G16421",2
"G16430","G16430",3
"KMT2E-AS1_containing","KMT2E-AS1_containing",1
"G16441","G16441",1
"G16444","G16444",1
"G16446","G16446",1
"G16447","G16447",2
"G16448","G16448",1
"G16453","G16453",1
"G16456","G16456",1
"G16461","G16461",1
"G16467","G16467",1
"G16469","G16469",1
"G16470","G16470",1
"MAGI2_G16473","MAGI2_G16473",4
"G16475","G16475",1
"G16476","G16476",1
"G16478","G16478",1
"G16480","G16480",3
"MAGI2_G16481","MAGI2_G16481",4
"G16483","G16483",1
"G16489","G16489",3
"G16490","G16490",2
"GNAI1","GNAI1",0
"SEMA3E_containing","SEMA3E_containing",6
"SEMA3A_G16502","SEMA3A_G16502",0
"G16503","G16503",0
"G16510","G16510",5
"PNPLA8_containing","PNPLA8_containing",13
"G16514","G16514",0
"G16527","G16527",0
"G16535","G16535",0
"G16537","G16537",0
"G16538","G16538",1
"G16543","G16543",0
"G16554","G16554",0
"G1656","G1656",1
"HDAC9_containing","HDAC9_containing",2
"TMEM196_like","TMEM196_like",4
"G16576","G16576",1
"G1658","G1658",1
"SP8_like","SP8_like",1
"G16591","G16591",0
"G16597","G16597",17
"WIPF3_containing","WIPF3_containing",0
"SCRN1_G16600","SCRN1_G16600",14
"SCRN1_containing","SCRN1_containing",14
"G1661","G1661",6
"G16624","G16624",1
"G16630","G16630",0
"G16631","G16631",1
"G16636","G16636",2
"G16645","G16645",2
"G16648","G16648",0
"G16668","G16668",0
"G16676","G16676",0
"G16677","G16677",0
"G16678","G16678",1
"CREB5_like","CREB5_like",8
"HMGN2_G1669","HMGN2_G1669",2
"G16694","G16694",1
"G16696","G16696",3
"PLEKHA8_like","PLEKHA8_like",1
"G16705","G16705",0
"MTURN_like","MTURN_like",2
"G16707","G16707",1
"G16708","G16708",2
"G16715","G16715",0
"G16716","G16716",0
"G16717","G16717",2
"SCRN1_G16726","SCRN1_G16726",0
"G1673","G1673",1
"G16730","G16730",14
"G16735","G16735",1
"G16736","G16736",1
"G16737","G16737",8
"G16738","G16738",0
"G16741","G16741",8
"PDE1C_containing","PDE1C_containing",1
"G16748","G16748",3
"G16749","G16749",4
"G16752","G16752",2
"G16753","G16753",1
"G16759","G16759",3
"G16769","G16769",2
"G16774","G16774",2
"G16779","G16779",3
"G16780","G16780",0
"RP9_containing_G16781","RP9_containing_G16781",1
"G16783","G16783",0
"G16785","G16785",2
"G16788","G16788",1
"G16793","G16793",0
"RALA_containing","RALA_containing",5
"G16798","G16798",0
"G16799","G16799",3
"CDK13_G16806","CDK13_G16806",0
"G16818","G16818",2
"G16819","G16819",9
"G16820","G16820",9
"G1683","G1683",0
"G16833","G16833",0
"G16834","G16834",2
"G16837","G16837",0
"G1684","G1684",1
"G16840","G16840",0
"GLI3_containing","GLI3_containing",3
"G1685","G1685",0
"G1686","G1686",1
"G16862","G16862",3
"G16864","G16864",1
"G16868","G16868",2
"G16880","G16880",3
"G16883","G16883",0
"IGFBP3","IGFBP3",1
"G16892","G16892",1
"G16897","G16897",1
"G16899","G16899",1
"TRIP11_containing_G16900","TRIP11_containing_G16900",1
"G16930","G16930",3
"G16932","G16932",1
"G16940","G16940",0
"G16943","G16943",0
"G16948","G16948",1
"G16952","G16952",1
"G16957","G16957",0
"G16971","G16971",0
"G16982","G16982",0
"G16983","G16983",1
"G16984","G16984",1
"G16985","G16985",1
"G16987","G16987",0
"G16991","G16991",3
"G16994","G16994",1
"G16997","G16997",1
"G16998","G16998",1
"G17004","G17004",1
"G17007","G17007",0
"G1701","G1701",1
"G17039","G17039",1
"G17041","G17041",0
"G17048","G17048",1
"G1705","G1705",1
"G17052","G17052",0
"G17053","G17053",1
"G17054","G17054",1
"MTMR3_like","MTMR3_like",1
"G17060","G17060",0
"G17061","G17061",6
"G17062","G17062",4
"SLU7","SLU7",3
"G17088","G17088",1
"G17090","G17090",1
"G17092","G17092",3
"G17096","G17096",0
"G17099","G17099",2
"PTTG1","PTTG1",0
"SF3A1_containing","SF3A1_containing",1
"G17106","G17106",0
"G17109","G17109",1
"G17114","G17114",2
"G17120","G17120",1
"G17122","G17122",0
"G17128","G17128",1
"UBE2I_G17134","UBE2I_G17134",0
"PIK3IP1","PIK3IP1",1
"G17149","G17149",1
"G17156","G17156",3
"PRR14L_containing","PRR14L_containing",3
"G17174","G17174",1
"G17189","G17189",1
"G1720","G1720",3
"G1721","G1721",3
"G17219","G17219",1
"G1723","G1723",1
"G17238","G17238",0
"EPS15_like","EPS15_like",5
"G17254","G17254",2
"G17258","G17258",1
"G17259","G17259",0
"G17260","G17260",0
"G17265","G17265",0
"G17267","G17267",0
"G17286","G17286",1
"G17287","G17287",1
"G17298","G17298",3
"G17299","G17299",0
"G173","G173",2
"G17303","G17303",2
"G17304","G17304",2
"G17316","G17316",0
"G17326","G17326",0
"TMEM132B_G17328","TMEM132B_G17328",0
"G17354","G17354",16
"G17355","G17355",16
"ZNF724_like_G17356","ZNF724_like_G17356",2
"TMEM132B_G17357","TMEM132B_G17357",0
"G17358","G17358",0
"G17359","G17359",16
"G17360","G17360",0
"G17370","G17370",16
"G17379","G17379",0
"AACSP1_containing","AACSP1_containing",4
"ZBTB14","ZBTB14",0
"G17387","G17387",0
"G17390","G17390",1
"SRSF3_G17416","SRSF3_G17416",1
"G17417","G17417",1
"G17437","G17437",1
"G17438","G17438",0
"AKAP1","AKAP1",0
"G1744","G1744",1
"G17458","G17458",0
"G17473","G17473",0
"CBX3_containing","CBX3_containing",1
"G17483","G17483",4
"G17501","G17501",1
"PTMA_G17509","PTMA_G17509",3
"CYFIP2_like","CYFIP2_like",4
"G17521","G17521",3
"G17524","G17524",1
"G1753","G1753",1
"G17535","G17535",0
"G17536","G17536",1
"G17539","G17539",1
"G17541","G17541",2
"G17543","G17543",1
"G17544","G17544",1
"G17549","G17549",1
"KCNQ1OT1_like_G1757","KCNQ1OT1_like_G1757",0
"G17579","G17579",0
"G17580","G17580",0
"G17582","G17582",1
"G17583","G17583",0
"G1760","G1760",1
"G17605","G17605",1
"G17606","G17606",1
"G17611","G17611",5
"G17612","G17612",3
"G17623","G17623",0
"SGCD_like","SGCD_like",4
"G17659","G17659",0
"G17661","G17661",3
"G17664","G17664",1
"G17677","G17677",0
"G1768","G1768",1
"G17682","G17682",2
"G17691","G17691",1
"G17703","G17703",1
"G17705","G17705",0
"MSI1","MSI1",3
"G17731","G17731",1
"ZCCHC7_containing","ZCCHC7_containing",1
"G17757","G17757",1
"G1776","G1776",1
"G17766","G17766",7
"G17788","G17788",1
"G17789","G17789",1
"G17791","G17791",1
"G17799","G17799",0
"ZRANB1_containing","ZRANB1_containing",1
"G17803","G17803",0
"G17804","G17804",0
"G17811","G17811",1
"G1783","G1783",0
"G1784","G1784",2
"G17841","G17841",12
"MED13L_containing","MED13L_containing",0
"HRK_containing","HRK_containing",2
"NOS1_containing","NOS1_containing",4
"G17864","G17864",0
"KSR2_containing","KSR2_containing",6
"G17874","G17874",0
"G17876","G17876",1
"G17879","G17879",1
"G1788","G1788",1
"G17880","G17880",1
"G17885","G17885",1
"G17886","G17886",1
"G17894","G17894",0
"G17908","G17908",1
"G17918","G17918",6
"G17922","G17922",1
"G17926","G17926",3
"G17936","G17936",0
"G17947","G17947",1
"G17952","G17952",1
"SETD1B","SETD1B",1
"G17956","G17956",0
"G1796","G1796",4
"G17963","G17963",1
"G17970","G17970",0
"G17997","G17997",6
"G180","G180",1
"G18004","G18004",1
"G18006","G18006",1
"G18009","G18009",0
"G1801","G1801",2
"G18011","G18011",1
"G18024","G18024",1
"G18025","G18025",2
"G18032","G18032",1
"G18033","G18033",1
"G18034","G18034",1
"G18040","G18040",1
"G18055","G18055",3
"G18056","G18056",0
"G18059","G18059",0
"G18062","G18062",1
"G18063","G18063",0
"G18065","G18065",0
"G1807","G1807",1
"THAP12_G18072","THAP12_G18072",1
"G18074","G18074",8
"G18079","G18079",0
"G1808","G1808",0
"G18088","G18088",0
"G18092","G18092",0
"G18093","G18093",0
"G181","G181",1
"G18101","G18101",1
