unique_gene_symbol,hy_imp,med_imp,fore_imp,hy_rank,med_rank,fore_rank
Sirt7,1.0577176720081203e-5,2.5489697723484043e-5,1.3457544366363822e-5,11890,9593,11409
Nenf,1.0555519891603619e-5,1.2801703335182146e-5,2.7706568596708158e-5,11891,11885,8622
Ccnd2,1.0555476084532804e-5,1.7814045070430463e-5,4.8801563734839635e-5,11892,11051,6083
G20677,1.0548610167765453e-5,8.710059691111312e-5,6.137499593383905e-5,11893,3776,5150
Itm2a,1.053681865944269e-5,2.3079130169018583e-5,1.714954957462646e-5,11894,10014,10575
Nsmce2,1.0535909486630332e-5,3.1695456204655054e-5,1.2753294685502738e-5,11895,8551,11533
Zbtb38,1.0530160628178458e-5,1.2141876978073606e-4,3.429430750897576e-5,11896,2661,7606
ACCS_containing,1.052940007890897e-5,4.191157069561833e-5,2.819294748078689e-5,11897,7184,8528
Comtd1,1.0522856182381267e-5,1.9096643360745888e-5,2.0584231253347727e-5,11898,10799,9860
Sdc2,1.0521768671647703e-5,7.640248930521697e-5,4.845852615815341e-5,11899,4436,6120
Znf384,1.0516711294000837e-5,1.701665691891571e-5,2.2044550458698308e-5,11900,11209,9603
CUNH11orf54,1.0515481349332963e-5,1.5712978693334923e-5,1.2068476864397311e-4,11901,11436,2793
Znf574,1.0514455985970406e-5,1.1418553168541355e-5,1.3521764187314099e-5,11902,11995,11395
Slc19a2,1.0511609094886963e-5,0,0,11903,12575.5,12501
Elfn1,1.0500691258168803e-5,6.92046736611761e-5,3.721632177243411e-5,11904,4865,7216
Scarb2,1.0498039023086712e-5,2.8695032425216126e-4,1.906650011203875e-5,11905,635,10140
Mknk1,1.0486522472934224e-5,7.171836238901788e-5,1.305334733325802e-5,11906,4709,11487
Ccdc66,1.0483695503148408e-5,3.1257842694373194e-5,1.0900229514445995e-4,11907,8618,3137
Scnm1,1.0477540581676683e-5,1.435660846459873e-5,6.149026664235962e-5,11908,11671,5136
Man2b1,1.0477013593864403e-5,8.684100841676969e-5,1.5220603057659335e-5,11909,3797,10996
Zdhhc3,1.047313115739955e-5,1.1710334350115803e-4,4.064520608561635e-5,11910,2789,6858
Ttll11,1.0469116055476286e-5,4.882763872616158e-5,1.8589468837850054e-5,11911,6488,10245
Bend7,1.0467652524976862e-5,5.5639833138743596e-5,5.6086222930415953e-5,11912,5829,5498
Mcm8,1.0448322234484249e-5,1.4133878887493553e-5,4.779551338979535e-5,11913,11701,6192
Rundc1,1.0442709524646897e-5,2.4065263449608873e-5,7.088788559627661e-5,11914,9825,4566
MOSMO_G239,1.0437723449640918e-5,4.8543423316739713e-5,2.6282069641047537e-5,11915,6518,8881
Jade1,1.0436558349892711e-5,1.7812513820167964e-5,2.3198137149380818e-5,11916,11052,9407
Cd34,1.0425917553579634e-5,5.123891747510177e-5,5.675754381488489e-5,11917,6240,5452
Dlg1,1.0411628598449247e-5,1.659386501786468e-5,3.116582972786637e-5,11918,11275,8045
ZRSR2_containing,1.0408650299709209e-5,3.677606919795157e-5,4.273402523192024e-5,11919,7806,6635
Srrm4,1.0408128266210711e-5,7.398164678575947e-5,1.5137815952289807e-5,11920,4585,11013
Gchfr,1.0407456124721291e-5,0,0,11921,12575.5,12501
Rusc2,1.0407355315971138e-5,1.5243897901859042e-5,2.1434529024175193e-5,11922,11525,9695
Trmt61b,1.0399966897858404e-5,0,3.367081837394512e-5,11923,12575.5,7691
Mphosph9,1.0398882320868627e-5,1.1863632058648377e-4,1.005703529882911e-4,11924,2753,3413
Sypl1,1.0393198468026832e-5,1.411738378015725e-5,7.385491120304966e-5,11925,11703,4381
Opn3,1.0380534066514968e-5,7.062563641855033e-5,1.777810404493651e-5,11926,4778,10430
G38032,1.0361221924699376e-5,3.080087299174401e-5,6.068210322371126e-5,11927,8699,5202
Brix1,1.0357255996737552e-5,2.7192742219301393e-5,5.0148072124111535e-5,11928,9315,5954
Rsph1,1.0353852674459413e-5,5.801834595480778e-5,1.901757472930248e-5,11929,5615,10148
HMGB1_G27518,1.0351827455323198e-5,0,1.0240830327206587e-5,11930,12575.5,11839
Sstr3,1.0344881625624879e-5,6.702949954084281e-5,5.7577212979366125e-5,11931,4992,5396
Zfp64,1.0344305806660606e-5,9.181983568317187e-5,2.9228018019024436e-5,11932,3565,8347
Cisd2,1.0339282404627854e-5,1.2015525992900488e-4,1.5352172679563836e-5,11933,2714,10967
Golga1,1.0338622280847194e-5,8.353819556854168e-5,2.967421065956839e-5,11934,3996,8286
Irf5,1.0337842813126618e-5,5.401101655787055e-5,1.900947994241745e-5,11935,5981,10151
LOC101958989,1.0336729525042769e-5,2.741575290077763e-5,2.4024948322624003e-5,11936,9267,9277
Akr1e2,1.0336289178407973e-5,3.837609670358736e-5,3.1837607528392455e-5,11937,7628,7955
Wdr35,1.0333729121355252e-5,5.8505600354974145e-5,3.356848386422841e-5,11938,5566,7713
Fech,1.0328177386243301e-5,4.685170820527576e-5,1.8110691208776946e-5,11939,6700,10350
Tkfc,1.0325633578409448e-5,0,1.6547092905997497e-5,11940,12575.5,10703
Prkag1,1.0322050087193267e-5,3.3298839211012747e-05,1.9514022041188763e-5,11941,8307,10069
Fam189a2,1.0317392317130559e-5,1.474852526442337e-5,1.4189623465840607e-4,11942,11603,2194
Srf,1.0310632190777182e-5,4.7907919267075534e-5,8.113567752100003e-5,11943,6597,4043
Snx14,1.0309755257964991e-5,7.995653636584706e-5,1.4040444490718152e-5,11944,4213,11266
Pibf1,1.030240764741719e-5,3.0949950763041076e-5,2.350002737143268e-5,11945,8670,9356
Mrpl1,1.0292651758625283e-5,1.9011962476905648e-5,1.6698535114478202e-5,11946,10811,10679
Efnb1,1.0291737151871128e-5,3.418655189308204e-5,3.933719402099985e-5,11947,8186,6987
Fiz1,1.027005727724097e-5,5.703525357447424e-5,1.9680612299497124e-5,11948,5705,10042
Tmem214,1.0259521684752246e-5,1.2057510506469808e-5,4.943588629670268e-5,11949,11957,6035
Tle6,1.0237114314543332e-05,0,0,11950,12575.5,12501
Tonsl,1.0231939840404536e-5,1.9434094116349172e-5,4.146703209838998e-5,11951,10725,6770
Galt,1.0230837205982158e-5,1.2912515085401709e-5,2.8393019641611367e-5,11952,11870,8499
Taf2,1.0229732077667604e-5,4.787978971280334e-5,2.4812141121225676e-5,11953,6602,9159
Ttc33,1.0225794837845164e-5,3.3332645741618657e-5,2.263933222807802e-5,11954,8302,9490
Mical3,1.0219789025923462e-5,1.6889054702140977e-5,1.221500309048709e-4,11955,11229,2748
DCP2_containing,1.0218234315954327e-5,1.0325321017715276e-4,2.825249904924156e-5,11956,3154,8521
Taf1b,1.0216611182470114e-5,3.493983776377064e-5,3.805681625962615e-5,11957,8081,7136
Haus1,1.0203474591049987e-5,1.542921545051483e-5,1.8724470217698074e-5,11958,11487,10215
Lhfpl2,1.0197491364571213e-5,5.509823673974793e-5,2.3612089708695714e-4,11959,5886,1117
Chd9,1.0192045153579137e-5,2.0800933669795206e-5,2.2079553063618323e-5,11960,10458,9597
Cyth2,1.0191746401103713e-5,4.134127863360411e-5,3.6691939394864975e-5,11961,7261,7271
Atxn1,1.018730697560134e-5,3.270442705340234e-5,7.028458748349032e-5,11962,8405,4606
Klhl36,1.0176578869898603e-5,8.29044133555346e-5,5.8390954251956995e-5,11963,4036,5343
Jrk,1.0165464231446385e-5,2.7850034550997398e-5,1.0053534941401289e-5,11964,9187,11849
Zbtb46,1.0159357875030934e-5,2.2833095560341242e-5,1.545957392440962e-5,11965,10054,10935
Prkaa1,1.0155237975803958e-5,2.2664020347892935e-5,2.9272114011300076e-5,11966,10071,8338
Gldc,1.014413034543836e-5,5.5834713059117965e-5,1.0821674668246199e-4,11967,5810,3161
LOC101974928,1.0141905373396549e-5,2.7212200496659324e-5,1.5325857904298308e-5,11968,9310,10976
KCNK13_containing,1.0138345926957259e-5,2.431527306764166e-4,1.4045808169656972e-4,11969,845,2224
Hivep3,1.0135583714326725e-5,3.052792117004088e-5,3.725560084973695e-5,11970,8745,7211
Stx3,1.0134006497937593e-5,8.019718443928945e-5,7.145364237858217e-5,11971,4197,4527
Saal1,1.013344882256563e-5,1.0111459896555831e-4,1.0445560111687325e-4,11972,3221,3290
Rnf150,1.0131257121487538e-5,2.124941420896772e-5,2.581143239675891e-5,11973,10352,8980
Cad,1.0130478480181725e-5,3.0703182792148545e-5,7.919984731985568e-5,11974,8718,4126
Cpped1,1.012634692896402e-5,1.38638610432804e-5,2.9451579828543828e-5,11975,11740,8313
Clcn6,1.0123641468614598e-5,5.050704124119589e-5,2.2127788012217324e-5,11976,6305,9591
Ypel2,1.0119180931068431e-5,7.049822553954748e-5,2.153075836202679e-5,11977,4785,9682
Ncor1,1.0114892423824142e-5,5.2518489393949005e-5,2.635662911759207e-5,11978,6122,8865
Cdkl2,1.0108745801670797e-5,7.661536000075085e-5,2.526843243923507e-5,11979,4420,9082
Vegfb,1.0092568747790254e-5,7.59338990121139e-5,3.0026323163642107e-5,11980,4463,8229
Wfikkn1,1.0083958243016968e-5,7.745688773476791e-5,3.47430220387289e-5,11981,4365,7536
Abcc5,1.007851061505197e-5,4.860971058354947e-5,3.393022997617644e-5,11982,6514,7654
Nmd3,1.007357555265622e-5,2.901578481326291e-5,1.3457574763082585e-4,11983,9004,2412
LOC110597243,1.0071385953942693e-5,3.972257493138083e-5,4.157153886878191e-5,11984,7440,6756
Faxdc2,1.0069141305265535e-5,2.13558064101897e-4,1.9389033551191688e-5,11985,1041,10087
Prr36,1.0063351462265533e-5,6.160375055137263e-5,2.1673930167214483e-5,11986,5332,9663
Gigyf1,1.0060555179060566e-5,1.0305856243187544e-5,8.581448232397593e-5,11987,12050,3855
Fam185a,1.0058811809127819e-5,1.6759029603445394e-5,2.766739606575967e-5,11988,11249,8632
Lgr6,1.0058250687622957e-5,5.870219908312446e-5,0,11989,5554,12501
Zc3hav1,1.0054064701312705e-5,1.3882318050164266e-5,9.486840483990513e-5,11990,11736,3564
ZCCHC3,1.004901614424644e-5,0,2.174861323554241e-5,11991,12575.5,9647
Setd1a,1.003546438289068e-5,2.5627821157545732e-5,7.449224779531558e-5,11992,9576,4349
Ggnbp2,1.0032676767314103e-5,1.149851085647577e-5,1.3736098453170814e-5,11993,11991,11345
Syt13,1.0030944139228787e-5,7.915905285938586e-5,2.673300297853959e-5,11994,4270,8788
Mmrn2,1.002520851922679e-5,4.170585144014523e-5,3.363883199204922e-5,11995,7217,7697
Cdc16,1.0024131717292957e-5,2.1851348533869278e-5,5.36895595333306e-5,11996,10235,5671
Farp1,1.0019871783524546e-5,5.10175160867817e-5,4.436721846816698e-5,11997,6257,6499
Znf710,1.00190563909342e-5,2.432456035625746e-5,2.2867793385120777e-5,11998,9780,9460
Ing4,1.0015377488841207e-5,5.513946611768684e-5,2.3593126195232804e-5,11999,5883,9335
Acad11,1.0001465745897906e-5,1.7529521907696254e-5,1.0484193212386215e-5,12000,11108,11820
Rad52,9.994498811250049e-6,2.6772506096836037e-5,5.209411528448116e-5,12001,9380,5797
Plxnb3,9.985228210335935e-6,6.133594276710849e-5,1.1334760112674941e-5,12002,5353,11739
Apbb1ip,9.984174930370072e-6,7.36089331500666e-5,5.24992894157292e-5,12003,4606,5764
Sppl2a,9.981761773415672e-6,1.3281542935492943e-5,7.411358241370632e-5,12004,11815,4366
Sav1,9.971093431796274e-6,3.094901356067728e-5,1.1727835114818774e-4,12005,8671,2894
Mrpl3,9.966701573781813e-6,7.392695095074871e-5,2.1236354406556502e-5,12006,4587,9737
Ttc9,9.960161855028122e-6,8.949816563666418e-5,4.6978619615982745e-5,12007,3670,6253
Comt,9.957805217376008e-6,2.1090804015070365e-5,1.4768393093492701e-5,12008,10393,11102
G15084,9.95710465884995e-6,0,1.623885534426686e-5,12009,12575.5,10763
Nol7,9.954482908523023e-6,3.634346773190979e-5,5.16137190325193e-5,12010,7872,5839
Scaf11,9.952286909982516e-6,4.1271981979889864e-5,2.3007672990253506e-5,12011,7270,9435
Gpc1,9.945535271100346e-6,1.4188154030820991e-5,7.082621175065118e-5,12012,11694,4570
Enpp5,9.940768771222901e-6,4.949962845182328e-5,2.6896697754788513e-5,12013,6411,8755
Myo19,9.938970994761135e-6,3.647509968561733e-5,9.150189370788508e-5,12014,7850,3668
Fastkd3,9.937630982377157e-6,6.429372340563489e-5,0,12015,5171,12501
Rida,9.932047912623327e-6,5.5868498357959576e-5,8.824455043869939e-5,12016,5805,3772
Arf6,9.927221132125277e-6,1.9885809301073612e-5,1.8592563019768677e-4,12017,10638,1515
Lrp5,9.912787387054325e-6,1.9267093812629032e-5,1.2325699157786875e-5,12018,10763,11602
LOC106145038,9.910357493317953e-6,0,0,12019,12575.5,12501
Ints4,9.89977833629316e-6,6.659859156107786e-5,4.8060995799372855e-5,12020,5020,6164
RPS27_gene10773,9.899608851648704e-6,5.362071517579367e-5,4.987878943672418e-5,12021,6022,5987
G13237,9.88016750758133e-6,0,6.1620054216419e-5,12022,12575.5,5123
Wdtc1,9.870971201549958e-6,2.031399005310425e-5,1.1110982525040392e-4,12023,10551,3066
Cand1,9.859720916339136e-6,5.020944153400393e-5,9.766402319403959e-5,12024,6342,3493
Mapk4,9.856679974997346e-6,1.468619386892056e-4,7.918598837732295e-5,12025,1936,4127
Kbtbd3,9.85576219001911e-6,2.022718249503783e-5,4.812152473341608e-5,12026,10567,6160
Tdg,9.85108356041039e-6,8.554655941199491e-5,5.764736166224704e-5,12027,3871,5390
Scube2,9.83659040437036e-6,2.212734442201169e-5,2.5712822027706016e-5,12028,10177,8998
Pex5l,9.826606780584796e-6,1.7896859310327917e-5,2.876947103751676e-5,12029,11038,8436
STAG1_like,9.824618009121393e-6,1.4757297716031157e-5,1.2473415304030297e-5,12030,11602,11580
Pcgf5,9.823731971145378e-6,1.1926215514714838e-5,3.345747351142255e-5,12031,11965,7719
Srd5a3,9.813295556738269e-6,1.5737045145763586e-4,3.0015766857781672e-5,12032,1690,8233
Papd7,9.812641057289414e-6,1.6487647680395376e-5,5.341589399167155e-5,12033,11293,5696
Snx25,9.8030761421952e-6,6.785298289960361e-5,9.764339833594545e-5,12034,4941,3495
AP1S2,9.793421746714376e-6,6.817773018629437e-5,3.008613669046823e-5,12035,4923,8215
Cbarp,9.775692689238438e-6,1.4514472753610107e-5,3.181082252857252e-5,12036,11645,7961
Camk1d,9.774950118656265e-6,5.673178750554367e-5,2.485371697615479e-5,12037,5743,9150
Riok1,9.770727168401007e-6,1.627428719343573e-5,6.682746601107844e-5,12038,11320,4801
Iws1,9.764069644938207e-6,3.049138331749903e-5,3.110642860088658e-5,12039,8754,8059
Jakmip3,9.7540646965753e-6,1.8593900501162607e-5,7.130678932787559e-5,12040,10896,4545
Rmnd5b,9.750865643824765e-6,1.4360071680355839e-5,7.300567916582222e-5,12041,11668,4432
Marcksl1,9.749592930033684e-6,1.2260975303318412e-5,9.799550025606913e-5,12042,11940,3480
CUNH12orf57,9.742761132652886e-6,2.0688422910243977e-5,1.1656002692406646e-4,12043,10483,2913
Cbx1,9.741116418438285e-6,2.9438596002128484e-5,3.2190409679325046e-5,12044,8926,7906
Parl,9.7401686785911e-6,4.272079997757169e-5,1.846251243912546e-5,12045,7100,10282
Cib1,9.737071862970581e-6,2.240887647757043e-5,1.4702734503506357e-5,12046,10122,11118
Ildr2,9.722133796856518e-6,2.2922848203166407e-5,2.611848415163042e-5,12047,10037,8924
Inpp5d,9.719510140416487e-6,5.124715738855451e-5,3.936123581005828e-5,12048,6238,6984
Atrx,9.718527390982452e-6,3.086024627214531e-5,1.6010079986079206e-5,12049,8686,10801
Xpo7,9.700779679181822e-6,1.4027889191274836e-4,3.197617405876987e-5,12050,2112,7931
Znf777,9.699960214323404e-6,1.5201509006879577e-4,3.4096125071102204e-5,12051,1807,7634
Prkcq,9.696126989073315e-6,5.4309138415356614e-5,5.746344272381824e-5,12052,5956,5406
Brpf1,9.683768295198605e-6,2.9958458945500886e-5,1.901386670490844e-5,12053,8835,10150
Rbm7,9.680731697791668e-6,1.5498223473275434e-5,3.659175812568508e-5,12054,11479,7287
Rpl13a,9.678849142813345e-6,9.978385485801373e-5,4.870208733075916e-5,12055,3263,6096
DYNC1LI1_like,9.677074720269855e-6,3.551295074644336e-5,1.4737337284163797e-5,12056,8001,11111
CUNH19orf24,9.665138709632554e-6,2.3659230365515202e-5,7.248247760386226e-5,12057,9905,4466
GRIN2B_containing,9.657062904740948e-6,1.1153599531551106e-5,5.109836110581219e-5,12058,12009,5886
Kif13a,9.64969056845541e-6,2.0433467606809507e-5,3.111844753910869e-5,12059,10531,8056
Arhgdib,9.643974859468438e-6,1.4428325687206278e-4,1.7666994525815942e-5,12060,2004,10457
LEO1,9.640092695914359e-6,2.9335058550040666e-5,9.635770711138423e-6,12061,8946,11874
Dgkh,9.61797657478932e-6,0,3.719290216464111e-5,12062,12575.5,7221
Gstz1,9.616039949684715e-6,3.6820237648604066e-5,1.9567564766753916e-5,12063,7799,10058
OPCML_like_G22318,9.59683552900539e-6,0,9.472746305954678e-6,12064,12575.5,11883
Atp6ap1,9.576186758728914e-6,1.1935627218679068e-4,3.2076969806289585e-5,12065,2733,7920
Kiz,9.568046433375915e-6,1.2807901089197424e-4,2.5490738135095592e-5,12066,2381,9039
Usp53,9.554157638864954e-6,1.1685766654039946e-5,1.155174973117486e-4,12067,11978,2946
Sncg,9.52696306440884e-6,1.2409336922497566e-4,2.2343147395793107e-5,12068,2547,9550
Bcl9l,9.523934858285084e-6,2.699031738926976e-5,1.1432089467096808e-5,12069,9342,11725
Kmt5c,9.521203280276561e-6,5.375727926130204e-5,3.570894166324311e-5,12070,6005,7399
H2AFJ_containing,9.507572876848031e-6,6.691854158433638e-5,3.399514464739474e-5,12071,4999,7644
Park7,9.501896384934211e-6,2.588795334443249e-5,1.0665862776833977e-4,12072,9547,3225
Paqr9,9.499085075354308e-6,5.354641973300111e-5,1.0275731237795111e-4,12073,6030,3342
LOC106144712,9.496617398490922e-6,0,1.3199981430551253e-4,12074,12575.5,2485
Hmg20a,9.49026337014779e-6,3.449224775071351e-4,1.0514759768034523e-4,12075,72,3265
Atox1,9.487440992798411e-6,5.316319682798055e-5,1.836901865740636e-5,12076,6064,10299
Cul2,9.479922308558343e-6,3.260350267831073e-5,2.716514739030787e-5,12077,8423,8705
Arap3,9.468782401345023e-6,5.0136913987315285e-5,1.884060672219534e-5,12078,6353,10192
G9171,9.462063585283464e-6,1.949132372499249e-5,1.7928152211249174e-5,12079,10715,10389
Mysm1,9.442653653005922e-6,2.045651969900376e-5,2.4721772438379843e-5,12080,10527,9172
Sparc,9.441310340013937e-6,1.0954096305143549e-4,2.951999972102997e-5,12081,2988,8303
Paics,9.437257021761023e-6,8.348128712350772e-5,4.760150596632508e-5,12082,4002,6207
Memo1,9.416190176823685e-6,5.8746306341912906e-5,9.658830737164904e-5,12083,5546,3517
CERCAM,9.397207971897819e-6,2.3668016252851154e-5,0,12084,9903,12501
Slc12a9,9.395344210553444e-6,2.1411722785694816e-5,7.247349102606217e-5,12085,10317,4467
Cnot3,9.385611422511298e-6,4.940103471100021e-5,2.6451125838361126e-5,12086,6427,8841
Znf580,9.37673099897968e-6,1.530188740057689e-5,4.968750404726645e-5,12087,11509,6006
ZNF724_containing_gene22941,9.365974070555124e-6,1.0475848103625081e-5,1.4216546110344904e-5,12088,12044,11214
Sesn2,9.364546238374227e-6,3.122180849604672e-4,1.3365682170807697e-4,12089,154,2441
SPACA6P-AS_containing,9.358927640259608e-6,1.5235233577224803e-5,1.2807967393282693e-5,12090,11527,11527
Ggps1,9.352847710802526e-6,2.6720296410535502e-5,9.03382243347587e-5,12091,9397,3701
Tmc6,9.341358032316413e-6,1.8620777890644214e-5,7.140962079599326e-5,12092,10892,4532
Echdc3,9.33886559645561e-6,5.36271253627983e-5,0,12093,6021,12501
Scap,9.329385094395921e-6,1.5664463450797857e-5,2.7152145698556342e-5,12094,11451,8708
Fnbp4,9.280091532969663e-6,2.060614730258388e-5,1.4553164518387365e-4,12095,10495,2121
Bcat1,9.246185682122099e-6,6.503400426166288e-5,1.5412327082050237e-5,12096,5117,10949
Cstf2t,9.23852236911634e-6,1.7303389151395922e-5,1.7305052677428274e-5,12097,11145,10541
Cep192,9.233026142385966e-6,1.3137149875964632e-5,9.004158123309284e-5,12098,11835,3716
Emc4,9.229222150660827e-6,8.360241370664238e-5,4.808821106210576e-5,12099,3988,6162
CUNH18orf21,9.223172501727142e-6,4.5555273669776165e-5,1.573742624965369e-5,12100,6818,10868
Mre11,9.201215366427348e-6,2.785187492665319e-5,6.937830953940771e-5,12101,9186,4659
Parn,9.199855620310281e-6,2.2229075554652385e-4,7.983336871463484e-5,12102,962,4102
ZNF709_containing_gene25048,9.195626568764638e-6,4.6448834130164645e-5,6.402585883004314e-5,12103,6736,4966
Slc27a3,9.193662581796376e-6,8.603784036781009e-5,9.416770527781618e-5,12104,3839,3591
Arfgef3,9.192313493230377e-6,2.5933448163512134e-5,1.833963143082959e-5,12105,9537,10305
Uvrag,9.167339757699817e-6,1.3110890153874007e-4,2.3747847060914637e-5,12106,2295,9316
CYBA_like,9.161823187560514e-6,1.7305499152227694e-5,2.6687542661195413e-5,12107,11143,8799
Sync,9.161416417516613e-6,3.2087791490612335e-5,1.404906488289257e-4,12108,8498,2223
Rad54l2,9.155668994357095e-6,2.7157890156630167e-5,3.246123653447542e-5,12109,9323,7865
Dnajb12,9.149503351214904e-6,4.204469131563054e-5,4.604065954832305e-5,12110,7170,6337
Psd,9.148209656277456e-6,2.1470378059802834e-5,2.686420440747745e-4,12111,10309,713
Fam213b,9.140316291205892e-6,2.1986940317458673e-5,5.3671635965297475e-5,12112,10206,5673
Nrsn1,9.13578861986761e-6,2.3644183471325598e-5,1.9877111733490916e-4,12113,9907,1355
Pde3b,9.13500895134326e-6,0,0,12114,12575.5,12501
Hebp1,9.13353622484308e-6,3.114143813755826e-5,3.944432521263202e-5,12115,8645,6976
Mmachc,9.121532378164261e-6,2.0688178588147816e-5,1.7723005279828535e-5,12116,10484,10445
Fmnl3,9.120663292947408e-6,1.4552274389504382e-5,4.519861344635491e-5,12117,11643,6422
Ndufa9,9.11819354913741e-6,2.1207760259048795e-5,1.5865888244128076e-5,12118,10364,10835
ZNF699_containing_gene24796,9.116560097460914e-6,1.9479730449847304e-5,2.2373027639563907e-5,12119,10720,9541
PCDHGC4_like,9.100933487441366e-6,8.43862923221215e-5,3.3844288109826046e-5,12120,3950,7667
Lcat,9.096463522144557e-6,6.203010716084701e-5,1.3217881220449338e-4,12121,5307,2481
Ttc4,9.087190512679272e-6,2.4225261098592497e-5,3.2751287615679346e-5,12122,9801,7817
Lrrc34,9.075255071890486e-6,0,0,12123,12575.5,12501
Pfdn4,9.06453560254454e-6,1.8355240447125606e-5,3.2524410405921665e-5,12124,10950,7853
Khk,9.0638838715541e-6,2.433339103226918e-5,1.3329157016218892e-5,12125,9778,11424
Cckbr,9.041636391815634e-6,5.5478114738710564e-5,6.003301747045465e-5,12126,5841,5244
Rfx1,9.036883231455639e-6,2.5771514935407917e-5,2.0070710162398552e-5,12127,9563,9965
Atp5i,9.025507606845965e-6,8.003078293321696e-5,6.234943584427711e-5,12128,4207,5076
Kdelc2,8.998592928301148e-6,3.160485690992063e-5,8.460272825333126e-5,12129,8566,3908
Cpsf6,8.979481712865226e-6,4.8026089612835236e-5,6.333180033039678e-5,12130,6577,5024
GOT2_G14138,8.977855587205571e-6,8.398807257413943e-5,1.458209295786498e-5,12131,3966,11145
Slc9a3r1,8.9716245005651e-6,1.994316545022046e-5,2.694780360358722e-4,12132,10622,678
Slc7a5,8.969493803687387e-6,2.03998239372067e-5,3.2540655946502224e-5,12133,10535,7851
Bmp3,8.96738464039433e-6,0,1.2932079172438036e-5,12134,12575.5,11502
Chsy1,8.936107531911434e-6,2.068372304412791e-5,9.808231349826915e-5,12135,10485,3478
Larp6,8.913558873891702e-6,3.0838872834381816e-5,4.5604191416565865e-5,12136,8688,6375
Fgf13,8.899419271648042e-6,8.436092007247926e-5,1.1621641931182491e-4,12137,3952,2926
Csgalnact1,8.895575461981453e-6,2.0998387503788658e-5,2.6513936181336465e-4,12138,10415,940
Coprs,8.888851516084928e-6,3.0905858321078894e-5,7.137342798406237e-5,12139,8678,4537
Rps6ka3,8.86296838949853e-6,3.912662078832195e-5,6.703572226886978e-5,12140,7504,4786
Ndc1,8.847991716387752e-6,8.639397478080066e-5,3.787855585657344e-5,12141,3821,7158
Ndufaf8,8.79596190426091e-6,3.1857519926902445e-5,4.366325755701912e-5,12142,8525,6555
Dcakd,8.786191754611405e-6,6.945153964957266e-5,1.8670755702729553e-5,12143,4856,10226
Ece1,8.780115572667146e-6,6.882451133525408e-5,1.921462437416808e-5,12144,4890,10116
LOC110598819,8.745685300479613e-6,2.6030405366054932e-5,0,12145,9521,12501
Phlda3,8.732605285136215e-6,1.8428996841325156e-5,2.7147858300929136e-5,12146,10932,8711
Cep97,8.717644822411014e-6,4.9188956378215565e-5,4.6755571632842144e-5,12147,6447,6272
Nipal2,8.708930916480436e-6,1.8588034735891005e-5,5.2773667849205e-5,12148,10898,5743
Mettl9,8.703917149896046e-6,2.9881135772201076e-5,3.3253951728026285e-5,12149,8851,7750
Smim8,8.671572641357034e-6,1.3480621030042726e-5,3.5705808558321586e-5,12150,11791,7400
Arhgap17,8.670081594089022e-6,2.6826012086873434e-5,4.2822036869060286e-5,12151,9371,6628
Cops4,8.632400556283983e-6,1.6228760008256508e-5,3.857514737262179e-5,12152,11330,7070
Cep85l,8.6322923999067e-6,4.790354651782596e-5,2.4997451230707413e-5,12153,6599,9127
Znhit6,8.62183897704526e-6,1.855449328832885e-5,5.497770197798764e-5,12154,10906,5572
Dab1,8.619079244402114e-6,2.8829603321680864e-5,2.896304533041353e-5,12155,9032,8394
Srgap2,8.616104952767707e-6,5.8338891277021956e-5,9.319688216432709e-6,12156,5593,11891
Vwa5a,8.610386992284181e-6,4.993236666307877e-5,8.19175711146114e-5,12157,6371,4015
Tgfbi,8.578390664460816e-6,3.0885747308328446e-5,1.5745651712830318e-5,12158,8681,10864
KTN1_like,8.566266007220564e-6,0,1.4093593847581473e-5,12159,12575.5,11251
Mboat7,8.552894065700344e-6,2.757128611141443e-5,1.2720144670753711e-5,12160,9234,11545
Tmem117,8.546675416159661e-6,6.433100680900753e-5,1.7333553902094667e-5,12161,5167,10530
Zcchc6,8.530619946132415e-6,6.146864551156704e-5,5.39941619701578e-5,12162,5345,5641
Dpp7,8.502616767265594e-6,3.0003050107010474e-5,2.0829766013666608e-5,12163,8822,9808
MORF4L1_like_G28968,8.476937823241902e-6,0,1.9394029292106105e-5,12164,12575.5,10084
Atpaf2,8.463460130063405e-6,2.2582648096441976e-5,8.993878022005806e-6,12165,10094,11908
Apba2,8.462348471762808e-6,1.932521900348538e-5,5.071690753462393e-5,12166,10748,5913
AIDA_gene200,8.458330856881615e-6,1.2406206494488652e-4,4.861552752847526e-5,12167,2549,6104
Anp32e,8.457617376667049e-6,2.264542314986439e-5,1.5309921176999628e-4,12168,10081,2018
ZNF260_containing_gene24646,8.45352474345677e-6,0,2.097504641484027e-5,12169,12575.5,9779
Mov10,8.432295592310545e-6,2.012197915288586e-4,1.3070952068735878e-5,12170,1120,11482
CAMTA1_containing,8.421700113356479e-6,1.5081659889363986e-5,5.911746658662755e-5,12171,11551,5288
MX1_like,8.404176125310757e-6,4.114603282322645e-5,2.8653536424500463e-5,12172,7285,8466
Fam3a,8.39828218510667e-6,2.047832379349654e-5,4.473284527364419e-5,12173,10523,6463
Rps6ka4,8.386395182595644e-6,2.6403207121683097e-5,1.771854842159903e-5,12174,9450,10446
Dynll1,8.364590433454464e-6,2.0113168056424212e-4,6.196167515341272e-5,12175,1121,5098
