unique_gene_symbol,hy_imp,med_imp,fore_imp,hy_rank,med_rank,fore_rank
Sptlc2,4.3512775934163235e-5,3.0043047453092894e-5,9.175120367886798e-5,6511,8813,3660
Sec14l2,4.3510165930771044e-5,2.5935010408100497e-5,1.6476004770970805e-5,6512,9536,10719
Shb,4.350793630317849e-5,1.9633453896429885e-5,1.1470430238099545e-5,6513,10689,11719
Ifrd2,4.350260657631499e-5,6.053848732492225e-5,1.935052341474627e-4,6514,5416,1432
ZNF433_containing_gene24029,4.350120832402733e-5,2.427379916685309e-5,3.9189826907322076e-5,6515,9790,7002
Rfc5,4.3481439351427756e-5,1.4899064622147818e-5,2.699401180852257e-5,6516,11579,8734
Mtus2,4.3459275250911465e-5,7.06366887844241e-5,7.24475811413598e-5,6517,4775,4470
Phf10,4.3446202859253474e-5,3.688585408576745e-5,2.626220887909507e-5,6518,7790,8886
Rab5a,4.343704850966303e-5,4.84125274680571e-5,3.60281995399489e-5,6519,6531,7360
Znf263,4.343303819182483e-5,3.5235569435937955e-5,3.4614552422974075e-5,6520,8034,7560
RPS12,4.342232659325162e-5,1.604179287400946e-5,1.1561145619418606e-5,6521,11365,11707
Klf5,4.342212127870453e-5,9.947609914808492e-5,3.469398885395433e-5,6522,3280,7547
ZBED8,4.341153693100662e-5,0,4.858352411860262e-5,6523,12575.5,6108
Plxna4,4.341133407088607e-5,1.2343106938992e-4,1.3518810642000032e-4,6524,2577,2392
Ctss,4.340390032566981e-5,1.6907292129102917e-5,3.0284023969998753e-5,6525,11227,8176
Msl2,4.340216132297999e-5,2.654003756274104e-5,6.684762179566154e-5,6526,9427,4800
Klhdc8a,4.335633146325593e-5,7.54895367278555e-5,3.104173501842146e-5,6527,4492,8070
Nme4,4.335422229715873e-5,8.794107849134536e-5,5.135223740115554e-5,6528,3738,5868
Cacng8,4.335123735629484e-5,1.3021977584025653e-5,1.3208866871318903e-5,6529,11855,11458
