"","gene","r","module_color","module_n"
"1814","Tmem170b",0.506761166461388,"turquoise",1
"1815","Nedd9",-0.432056039427,"grey",0
"1816","Smim13",0.718991821486493,"cyan",14
"1817","Elovl2",0.656244900761773,"green",5
"1818","Mpi",0.59120550278205,"turquoise",1
"1819","Tmem14c",0.792696635353734,"green",5
"1820","Pak1ip1",0.647928317557821,"green",5
"1821","GCNT2_like_gene10637",0.772155515473535,"turquoise",1
"1822","Fam219b",0.66928842800926,"lightcyan",16
"1823","Slc35b3",-0.093128476550254,"grey",0
"1824","Eef1e1",0.768243202084859,"pink",8
"1825","Txndc5",0.405631473522494,"blue",2
"1826","COX5A",0.698685956854818,"yellow",4
"1827","Bmp6",0.484886898401295,"brown",3
"1828","Snrnp48",0.770461128767513,"green",5
"1829","Dsp",0.62631665867743,"red",6
"1830","Riok1",0.128884583641244,"grey",0
"1831","Ssr1",0.65218369947949,"green",5
"1832","Rreb1",0.705146415748731,"turquoise",1
"1833","Rpp25",0.382654454373403,"brown",3
"1834","F13a1",0.135289610728294,"grey",0
"1835","Nrn1",0.879553738500887,"orange",25
"1836","Fars2",0.725611769651304,"yellow",4
"1837","Lyrm4",0.157993496546991,"grey",0
"1838","Ppp1r3g",-0.250618066854368,"grey",0
"1839","Cdyl",0.494116092527836,"grey60",17
"1840","Scamp5",0.844926589910585,"darkgreen",22
"1841","Eci2",0.86997806109192,"brown",3
"1842","Prpf4b",0.708831553740018,"skyblue",28
"1843","Pxdc1",0.615053726071492,"blue",2
"1844","Ppcdc",0.874626992003453,"brown",3
"1845","Slc22a23",0.864492663606079,"tan",12
"1846","Psmg4",0.75499478523878,"brown",3
"1847","TUBB2B_gene10683",0.634666074518864,"brown",3
"1848","TUBB2A",0.844272214566694,"brown",3
"1849","Bphl",0.666209374829168,"yellow",4
"1850","Nr3c2",0.619226686317235,"darkturquoise",23
"1851","Prmt9",0.516825109568266,"turquoise",1
"1852","MAPK6_gene10703",0.844727343412057,"lightyellow",19
"1853","Lsm6",0.730142538005766,"yellow",4
"1854","Znf827",0.830186875856674,"midnightblue",15
"1855","Smad1",0.470197086906187,"turquoise",1
"1856","Otud4",0.922239453913107,"turquoise",1
"1857","Abce1",0.686094480886725,"pink",8
"1858","Smarca5",0.740636139167692,"salmon",13
"1859","Gab1",0.632819670800458,"lightyellow",19
"1860","Usp38",0.860769973137122,"turquoise",1
"1861","Inpp4b",0.771359198041402,"lightyellow",19
"1862","Znf330",0.211359812916222,"grey",0
"1863","Rnf150",0.850788961007307,"blue",2
"1864","Tbc1d9",0.65976820774991,"lightcyan",16
"1865","Elmod2",0.841220361539035,"darkgrey",24
"1866","Commd4",0.750583764753678,"yellow",4
"1867","Clgn",0.684656698551786,"darkturquoise",23
"1868","Scoc",0.952102634729942,"cyan",14
"1869","LOC110598384",0.544124439479824,"grey",0
"1870","Setd7",0.789141211484772,"turquoise",1
"1871","Rab33b",0.667533925008005,"green",5
"1872","Naa15",-0.236632591415205,"grey",0
"1873","Ndufc1",0.731936348548469,"green",5
"1874","Elf2",0.868135195699751,"turquoise",1
"1875","Noct",0.636167762314128,"blue",2
"1876","Slc7a11",0.632677088206218,"lightgreen",18
"1877","Cd200",0.659279489309566,"brown",3
"1878","Atg3",0.77272288949777,"yellow",4
"1879","Slc35a5",0.867155060466597,"green",5
"1880","Man2c1",-0.159078156373411,"grey",0
"1881","Ccdc80",0.709074293065073,"pink",8
"1882","Boc",0.832203280783857,"turquoise",1
"1883","Spice1",0.528605758243545,"greenyellow",11
"1884","Sin3a",0.685966443099304,"red",6
"1885","Sidt1",0.896736528454475,"blue",2
"1886","Usf3",0.781661177013862,"turquoise",1
"1887","Atp6v1a",0.788979301173071,"green",5
"1888","Zdhhc23",0.483168508874773,"red",6
"1889","Ccdc191",0.554547340839984,"blue",2
"1890","Qtrt2",0.767981395014551,"turquoise",1
"1891","Ptpn9",0.808288411341147,"turquoise",1
"1892","Zbtb20",0.726651602174566,"darkorange",26
"1893","RPS27_gene10773",0.718297688018827,"yellow",4
"1894","Gap43",0.798518593222435,"lightcyan",16
"1895","Lsamp",0.714951374608356,"black",7
"1896","Igsf11",0.073508867524778,"grey",0
"1897","B4galt4",0.512328878213258,"blue",2
"1898","Arhgap31",0.660838140467196,"tan",12
"1899","Tmem39a",0.719077444411556,"turquoise",1
"1900","Poglut1",-0.120386795235595,"grey",0
"1901","Timmdc1",0.493420794061505,"brown",3
"1902","Adprh",0.796186272376357,"brown",3
"1903","Pla1a",0.624167115481178,"tan",12
"1904","COX17_like",0.714220523365166,"yellow",4
"1905","Gsk3b",0.575451526455538,"steelblue",30
"1906","Lrrc58",0.630812029202067,"salmon",13
"1907","Acvr1c",0.761002858233985,"white",27
"1908","Snupn",0.457740418542584,"yellow",4
"1909","Fstl1",0.746059275030742,"black",7
"1910","Ndufb4",0.872138164311925,"yellow",4
"1911","Rabl3",0.789808668284552,"yellow",4
"1912","Gtf2e1",-0.134643075519015,"grey",0
"1913","Stxbp5l",0.894220136482139,"lightgreen",18
"1914","Imp3",0.432306101133304,"yellow",4
"1915","Golgb1",0.0792740844690714,"grey",0
"1916","Iqcb1",0.767479127577493,"darkgrey",24
"1917","Slc15a2",0.476056987400126,"greenyellow",11
"1918","Snx33",0.644697930074974,"lightyellow",19
"1919","Fam162a",0.7591411921553,"green",5
"1920","Kpna1",0.771012350132912,"grey60",17
"1921","Cspg4",0.507091778391816,"tan",12
"1922","Hspbap1",0.0633493675725468,"grey",0
"1923","Sowahc",0.781974253028818,"green",5
