"","gene","r","module_color","module_n"
"6874","Rims3",0.761660294500023,"brown",3
"6875","Smim10",0.909265483056182,"green",5
"6876","RTL8A_like",0.721627929788145,"black",7
"6877","Mospd1",0.829291330130067,"royalblue",20
"6878","Fam122b",0.777682740230991,"lightgreen",18
"6879","Nfyc",0.749601989276684,"black",7
"6880","Hprt1",0.820688610946229,"yellow",4
"6881","Phf6",0.692387261476151,"blue",2
"6882","Gpc4",0.736638549063323,"darkorange",26
"6883","Kcnq4",0.606273948913932,"brown",3
"6884","Hs6st2",0.673669440468823,"green",5
"6885","Rap2c",0.893273576618859,"darkturquoise",23
"6886","Usp1",0.494070138318333,"brown",3
"6887","Dock7",-0.344499338463139,"grey",0
"6888","Atg4c",0.791480603313129,"greenyellow",11
"6889","Alg6",0.816472387681781,"paleturquoise",31
"6890","Efcab7",0.699958236634767,"greenyellow",11
"6891","Ctps1",0.682939170562055,"magenta",9
"6892","Pgm1",0.696650364948274,"red",6
"6893","Cachd1",0.657346765991307,"green",5
"6894","Raver2",0.813534346503643,"blue",2
"6895","Jak1",0.674322024785026,"saddlebrown",29
"6896","Ak4",0.474588717218757,"brown",3
"6897","Dnajc6",0.684075626465836,"yellow",4
"6898","Leprot",0.768890439166071,"turquoise",1
"6899","Nmral1",0.837694324130404,"turquoise",1
"6900","Dnaja3",0.740336234613603,"royalblue",20
"6901","Scmh1",0.763065491942609,"tan",12
"6902","CORO7",0.689006727439691,"brown",3
"6903","Vasn",0.567837669749386,"black",7
"6904","Pam16",0.742750639413435,"violet",32
"6905","Glis2",0.894792911794607,"blue",2
"6906","Tfap4",0.195263708526984,"grey",0
"6907","Adcy9",0.781444812714476,"darkgrey",24
"6908","Crebbp",0.490293273383533,"blue",2
"6909","Trap1",0.496122096421786,"turquoise",1
"6910","Dnase1",0.60866497203549,"blue",2
"6911","Foxo6",0.834518592865111,"brown",3
"6912","Slx4",0.755187617645261,"tan",12
"6913","Cluap1",0.630452901850938,"blue",2
"6914","Naa60",0.656564047076857,"black",7
"6915","Znf174",0.743243201266628,"magenta",9
"6916","Znf75a",0.682268528744519,"blue",2
"6917","Tigd7",0.656965885757145,"lightcyan",16
"6918","Znf263",0.879327965323194,"blue",2
"6919","Hivep3",0.693787883731079,"blue",2
"6920","Znf213",0.624642589036377,"violet",32
"6921","Znf205",0.521296185865818,"black",7
"6922","Hcfc1r1",0.77765645616428,"lightgreen",18
"6923","Paqr4",0.734086539260044,"pink",8
"6924","Flywch1",0.0900145721706453,"grey",0
"6925","Flywch2",0.769502900337511,"magenta",9
"6926","Srrm2",0.698728338496753,"tan",12
"6927","Elob",0.728504827278339,"turquoise",1
"6928","Kctd5",0.515802855725621,"red",6
"6929","Pdpk1",0.845565671529479,"brown",3
"6930","Amdhd2",0.745012248096423,"red",6
"6931","Atp6v0c",0.624775348394589,"turquoise",1
"6932","Tbc1d24",0.582825708860896,"brown",3
"6933","CUNH16orf59",0.598827966049509,"brown",3
"6934","ABCA17P_containing",0.668995808184104,"tan",12
"6935","ABCA3_like",0.485463362381324,"brown",3
"6936","Rnps1",0.744341705260433,"black",7
"6937","Eci1",0.881784940646544,"turquoise",1
"6938","E4f1",0.504271109269748,"cyan",14
"6939","Pgp",0.754594283898799,"saddlebrown",29
"6940","Mlst8",0.573325408699754,"black",7
"6941","Caskin1",0.762105428627593,"black",7
"6942","Ccdc115",0.869043752673424,"turquoise",1
"6943","Traf7",0.809905989751764,"blue",2
"6944","Rab26",0.774318982724514,"brown",3
"6945","Pkd1",0.67742309885884,"blue",2
