"","gene","module_n","module_color"
"3232","Myo18a",25,"orange"
"3233","Nufip2",4,"yellow"
"3234","Taok1",5,"green"
"3235","SEPT9_like",1,"turquoise"
"3236","Abhd15",14,"cyan"
"3237","Tp53i13",1,"turquoise"
"3238","Git1",6,"red"
"3239","Ankrd13b",7,"black"
"3240","Coro6",10,"purple"
"3241","Ssh2",4,"yellow"
"3242","Nsrp1",2,"blue"
"3243","Xrcc4",1,"turquoise"
"3244","Ermn",20,"royalblue"
"3245","Fbxo22",17,"grey60"
"3246","Blmh",12,"tan"
"3247","Cpd",4,"yellow"
"3248","Gosr1",4,"yellow"
"3249","Ube2q2",8,"pink"
"3250","ABR",2,"blue"
"3251","Timm22",0,"grey"
"3252","Nxn",12,"tan"
"3253","Mrm3",1,"turquoise"
"3254","Glod4",22,"darkgreen"
"3255","Gemin4",0,"grey"
"3256","Fam57a",3,"brown"
"3257","Vps53",2,"blue"
"3258","Rflnb",0,"grey"
"3259","CUNH17orf97",1,"turquoise"
"3260","Rph3al",6,"red"
"3261","Doc2b",0,"grey"
"3262","Ywhae",1,"turquoise"
"3263","Crk",16,"lightcyan"
"3264","Myo1c",3,"brown"
"3265","Inpp5k",1,"turquoise"
"3266","Pitpna",2,"blue"
"3267","Chrnb4",6,"red"
"3268","Slc43a2",13,"salmon"
"3269","Scarf1",11,"greenyellow"
"3270","Rilp",21,"darkred"
"3271","Prpf8",8,"pink"
"3272","Wdr81",5,"green"
"3273","Smyd4",0,"grey"
"3274","Serpinf1",14,"cyan"
"3275","Rpa1",22,"darkgreen"
"3276","Rtn4rl1",6,"red"
"3277","Dph1",13,"salmon"
"3278","Ovca2",15,"midnightblue"
"3279","Hic1",3,"brown"
"3280","Smg6",1,"turquoise"
"3281","Srr",7,"black"
"3282","Tsr1",2,"blue"
"3283","Sgsm2",0,"grey"
"3284","Mnt",6,"red"
"3285","Mettl16",4,"yellow"
"3286","Pafah1b1",8,"pink"
"3287","Cluh",2,"blue"
"3288","Rap1gap2",2,"blue"
"3289","Ric1",4,"yellow"
"3290","Ermp1",5,"green"
"3291","Psma4",1,"turquoise"
"3292","Kiaa2026",4,"yellow"
"3293","Ranbp6",19,"lightyellow"
"3294","Il33",22,"darkgreen"
"3295","Uhrf2",4,"yellow"
"3296","Hykk",0,"grey"
"3297","Gldc",0,"grey"
"3298","Kdm4c",20,"royalblue"
"3299","Dmac1",0,"grey"
"3300","Ptprd",5,"green"
"3301","TARDBP",4,"yellow"
"3302","Ireb2",4,"yellow"
"3303","Lurap1l",1,"turquoise"
"3304","Mpdz",5,"green"
"3305","Nfib",12,"tan"
"3306","Zdhhc21",5,"green"
"3307","Frem1",14,"cyan"
"3308","Ttc39b",2,"blue"
"3309","Snapc3",4,"yellow"
"3310","Psip1",8,"pink"
"3311","Dzip1l",10,"purple"
"3312","Dbr1",1,"turquoise"
"3313","Armc8",2,"blue"
"3314","Nme9",1,"turquoise"
"3315","Mras",11,"greenyellow"
"3316","Cep70",1,"turquoise"
"3317","CEP70",5,"green"
"3318","Faim",9,"magenta"
"3319","Pik3cb",8,"pink"
"3320","Crabp1",1,"turquoise"
"3321","Mrps22",12,"tan"
"3322","Copb2",8,"pink"
"3323","Rbp1",14,"cyan"
"3324","Nmnat3",1,"turquoise"
"3325","Clstn2",2,"blue"
"3326","Wdr61",1,"turquoise"
"3327","Slc25a36",5,"green"
"3328","Spsb4",0,"grey"
"3329","Pxylp1",3,"brown"
"3330","Zbtb38",4,"yellow"
"3331","Rasa2",4,"yellow"
"3332","Dnaja4",0,"grey"
"3333","Rnf7",0,"grey"
"3334","Atp1b3",17,"grey60"
"3335","Tfdp2",5,"green"
"3336","Gk5",5,"green"
"3337","Xrn1",5,"green"
"3338","Atr",11,"greenyellow"
"3339","Acsbg1",9,"magenta"
"3340","Trpc1",5,"green"
"3341","Paqr9",2,"blue"
"3342","U2surp",11,"greenyellow"
"3343","Chst2",10,"purple"
"3344","Slc9a9",20,"royalblue"
"3345","Idh3a",8,"pink"
"3346","Bdnf",0,"grey"
"3347","Lin7c",4,"yellow"
"3348","Lgr4",4,"yellow"
"3349","Ccdc34",0,"grey"
"3350","Bbox1",9,"magenta"
"3351","Fibin",7,"black"
"3352","Ano3",7,"black"
"3353","Cib2",1,"turquoise"
"3354","Luzp2",20,"royalblue"
"3355","Arl4d",3,"brown"
"3356","Dhx8",2,"blue"
"3357","Etv4",0,"grey"
"3358","Dusp3",8,"pink"
"3359","Mpp3",6,"red"
"3360","Mpp2",10,"purple"
"3361","Tbc1d2b",11,"greenyellow"
"3362","Tmem101",1,"turquoise"
"3363","Lsm12",0,"grey"
"3364","G6pc3",1,"turquoise"
"3365","Hdac5",7,"black"
"3366","Tmub2",0,"grey"
"3367","Atxn7l3",1,"turquoise"
"3368","Ubtf",0,"grey"
"3369","Gpd2",5,"green"
"3370","Rundc3a",0,"grey"
"3371","Slc25a39",1,"turquoise"
"3372","Grn",15,"midnightblue"
"3373","Fam171a2",0,"grey"
"3374","Itga2b",7,"black"
"3375","Gpatch8",11,"greenyellow"
"3376","Fzd2",27,"white"
"3377","Ccdc43",17,"grey60"
"3378","Dbf4b",3,"brown"
"3379","Adam11",6,"red"
"3380","Eftud2",1,"turquoise"
"3381","Gfap",10,"purple"
"3382","MORF4L1_gene1122",6,"red"
"3383","C1ql1",9,"magenta"
"3384","Dcakd",9,"magenta"
"3385","Nmt1",0,"grey"
"3386","Plcd3",1,"turquoise"
"3387","Acbd4",3,"brown"
"3388","Hexim1",7,"black"
"3389","Hexim2",1,"turquoise"
"3390","Fmnl1",1,"turquoise"
"3391","Map3k14",3,"brown"
"3392","Arhgap27",7,"black"
"3393","Plekhm1",4,"yellow"
"3394","Rdm1",1,"turquoise"
"3395","Ctsh",12,"tan"
"3396","Gosr2",12,"tan"
"3397","Wnt3",3,"brown"
"3398","Nsf",6,"red"
"3399","LOC101960968",3,"brown"
"3400","Crhr1",0,"grey"
"3401","Mapt",2,"blue"
"3402","Kansl1",5,"green"
"3403","Rasgrf1",2,"blue"
"3404","Cdc27",2,"blue"
"3405","Mettl2a",12,"tan"
"3406","Tlk2",18,"lightgreen"
"3407","Mrc2",7,"black"
"3408","March10",1,"turquoise"
"3409","Tanc2",2,"blue"
"3410","CYB561_containing",6,"red"
"3411","ACE_like",10,"purple"
"3412","Kcnh6",6,"red"
"3413","Dcaf7",2,"blue"
"3414","TACO1_containing",4,"yellow"
"3415","Map3k3",3,"brown"
"3416","Limd2",10,"purple"
"3417","Strada",13,"salmon"
"3418","Ccdc47",8,"pink"
"3419","Ddx42",2,"blue"
"3420","Ftsj3",12,"tan"
"3421","Psmc5",1,"turquoise"
"3422","Smarcd2",7,"black"
"3423","Ankrd34c",2,"blue"
"3424","Icam2",1,"turquoise"
"3425","Ern1",4,"yellow"
"3426","Tex2",2,"blue"
"3427","Pecam1",7,"black"
"3428","Tmed3",1,"turquoise"
"3429","Polg2",0,"grey"
"3430","Ddx5",9,"magenta"
"3431","Cep95",0,"grey"
"3432","Smurf2",4,"yellow"
"3433","Kpna2",12,"tan"
"3434","CUNH17orf58",1,"turquoise"
"3435","Bptf",4,"yellow"
"3436","Nol11",23,"darkturquoise"
"3437","Kiaa1024",2,"blue"
"3438","Pitpnc1",5,"green"
"3439","Psmd12",23,"darkturquoise"
"3440","Helz",4,"yellow"
"3441","Cacng4",6,"red"
"3442","Cacng5",6,"red"
"3443","Prkca",5,"green"
"3444","Cep112",13,"salmon"
"3445","Axin2",11,"greenyellow"
"3446","RGS9_like",6,"red"
"3447","Gna13",5,"green"
"3448","S100a11",1,"turquoise"
"3449","Amz2",0,"grey"
"3450","Arsg",14,"cyan"
"3451","Slc16a6",14,"cyan"
"3452","Wipi1",0,"grey"
"3453","Prkar1a",2,"blue"
"3454","Fam20a",7,"black"
"3455","ABCA8",7,"black"
"3456","Abca9",0,"grey"
"3457","Zfand6",1,"turquoise"
"3458","Abca5",8,"pink"
"3459","Cadm1",18,"lightgreen"
"3460","Bud13",3,"brown"
"3461","Zpr1",1,"turquoise"
"3462","Sik3",2,"blue"
"3463","Pafah1b2",8,"pink"
"3464","Sidt2",10,"purple"
"3465","Fah",9,"magenta"
"3466","Tagln",9,"magenta"
"3467","Pcsk7",7,"black"
"3468","Rnf214",2,"blue"
"3469","Bace1",2,"blue"
"3470","Cep164",21,"darkred"
"3471","Dscaml1",10,"purple"
"3472","Fxyd6",1,"turquoise"
"3473","Il10ra",3,"brown"
"3474","Tubgcp5",5,"green"
"3475","Scn4b",6,"red"
"3476","Scn2b",2,"blue"
"3477","Mpzl2",27,"white"
"3478","Cyfip1",0,"grey"
"3479","UBE4A_gene11372",2,"blue"
"3480","UBE4A_like",2,"blue"
"3481","Atp5l",1,"turquoise"
"3482","Kmt2a",4,"yellow"
"3483","Tmem25",1,"turquoise"
"3484","Ift46",1,"turquoise"
"3485","Arcn1",2,"blue"
"3486","Nipa2",8,"pink"
"3487","Phldb1",10,"purple"
"3488","Ddx6",17,"grey60"
"3489","Bcl9l",16,"lightcyan"
"3490","Ccdc84",0,"grey"
"3491","Rps25",9,"magenta"
"3492","Nipa1",2,"blue"
"3493","Trappc4",0,"grey"
"3494","Slc37a4",0,"grey"
"3495","Hyou1",2,"blue"
"3496","Vps11",8,"pink"
"3497","Hmbs",1,"turquoise"
"3498","H2AFX_containing",7,"black"
"3499","Dpagt1",0,"grey"
"3500","C2cd2l",25,"orange"
"3501","Hinfp",9,"magenta"
"3502","Abcg4",6,"red"
"3503","Nlrx1",1,"turquoise"
"3504","Cbl",4,"yellow"
"3505","Mcam",0,"grey"
"3506","Rnf26",6,"red"
"3507","C1qtnf5",14,"cyan"
"3508","Mfrp",14,"cyan"
"3509","Usp2",14,"cyan"
"3510","Herc2",4,"yellow"
"3511","Thy1",0,"grey"
"3512","Nectin1",2,"blue"
"3513","Oaf",3,"brown"
"3514","Tmem136",4,"yellow"
"3515","Arhgef12",5,"green"
"3516","Grik4",13,"salmon"
"3517","Tbcel",5,"green"
"3518","Sc5d",3,"brown"
"3519","Sorl1",5,"green"
"3520","MIR100HG_like",3,"brown"
"3521","Ubash3b",18,"lightgreen"
"3522","JHY",6,"red"
"3523","Hspa8",15,"midnightblue"
"3524","Gramd1b",2,"blue"
"3525","Scn3b",24,"darkgrey"
"3526","Znf202",3,"brown"
"3527","HMGN2_gene11446",0,"grey"
"3528","Azgp1",7,"black"
"3529","Zkscan1",4,"yellow"
"3530","Znf3",3,"brown"
"3531","Cops6",1,"turquoise"
"3532","Mcm7",7,"black"
"3533","Ap4m1",0,"grey"
"3534","Gabra5",8,"pink"
"3535","Taf6",1,"turquoise"
"3536","Cnpy4",23,"darkturquoise"
"3537","Mblac1",0,"grey"
"3538","COX6B1_gene11475",1,"turquoise"
"3539","Lamtor4",1,"turquoise"
"3540","CUNH7orf43",0,"grey"
"3541","Gal3st4",7,"black"
"3542","Gabrb3",2,"blue"
"3543","Zcwpw1",1,"turquoise"
"3544","Mepce",3,"brown"
"3545","Ppp1r35",3,"brown"
"3546","CUNH7orf61",9,"magenta"
"3547","Tsc22d4",1,"turquoise"
"3548","Nyap1",28,"skyblue"
"3549","Agfg2",0,"grey"
"3550","Sap25",7,"black"
"3551","Lrch4",3,"brown"
"3552","Fbxo24",10,"purple"
"3553","Pcolce",27,"white"
"3554","Mospd3",1,"turquoise"
"3555","Actl6b",1,"turquoise"
"3556","Gnb2",1,"turquoise"
"3557","Gigyf1",21,"darkred"
"3558","Nr4a2",7,"black"
"3559","Pop7",1,"turquoise"
"3560","Ephb4",3,"brown"
"3561","Slc12a9",10,"purple"
"3562","Trip6",22,"darkgreen"
"3563","Srrt",7,"black"
"3564","Ache",0,"grey"
"3565","LOC101957053",1,"turquoise"
"3566","Trim56",13,"salmon"
"3567","Ap1s1",1,"turquoise"
"3568","Vgf",15,"midnightblue"
"3569","Nat16",0,"grey"
"3570","Plod3",15,"midnightblue"
"3571","Znhit1",1,"turquoise"
"3572","Cldn15",1,"turquoise"
"3573","Fis1",1,"turquoise"
"3574","LOC106144977",11,"greenyellow"
"3575","Ift22",6,"red"
"3576","Atp10a",10,"purple"
"3577","Cux1",4,"yellow"
"3578","Sh2b2",9,"magenta"
"3579","Prkrip1",3,"brown"
"3580","Orai2",1,"turquoise"
"3581","Alkbh4",3,"brown"
"3582","Lrwd1",0,"grey"
"3583","Polr2j",1,"turquoise"
"3584","Rasa4b",1,"turquoise"
"3585","Dtx2",7,"black"
"3586","Ywhag",6,"red"
"3587","Hspb1",15,"midnightblue"
"3588","Srrm3",1,"turquoise"
"3589","LOC110598458",21,"darkred"
"3590","Mdh2",1,"turquoise"
"3591","Ube3a",2,"blue"
"3592","Tmem120a",1,"turquoise"
"3593","POR_like",1,"turquoise"
"3594","Rhbdd2",0,"grey"
"3595","Hip1",10,"purple"
"3596","Pom121c",2,"blue"
"3597","Nsun5",4,"yellow"
"3598","Fzd9",9,"magenta"
"3599","Baz1b",2,"blue"
"3600","Bcl7b",3,"brown"
"3601","Tbl2",17,"grey60"
"3602","Mlxipl",10,"purple"
"3603","Vps37d",7,"black"
"3604","Dnajc30",1,"turquoise"
"3605","Bud23",1,"turquoise"
"3606","Stx1a",0,"grey"
"3607","Abhd11",1,"turquoise"
"3608","Mettl27",1,"turquoise"
"3609","Eln",10,"purple"
"3610","IPW_like",7,"black"
"3611","LOC106144976",0,"grey"
"3612","Limk1",1,"turquoise"
"3613","Eif4h",1,"turquoise"
"3614","Rfc2",1,"turquoise"
"3615","Clip2",3,"brown"
"3616","Gtf2ird1",6,"red"
"3617","Gtf2i",0,"grey"
"3618","GTF2IRD2B",15,"midnightblue"
"3619","Rcc1l",7,"black"
"3620","Castor2",3,"brown"
"3621","AUTS2_containing_gene11598",5,"green"
"3622","Galnt17",6,"red"
"3623","Caln1",2,"blue"
"3624","TYW1_like",12,"tan"
"3625","Sbds",1,"turquoise"
"3626","Tmem248",8,"pink"
"3627","Rabgef1",9,"magenta"
"3628","Tpst1",2,"blue"
"3629","Crcp",1,"turquoise"
"3630","Asl",0,"grey"
"3631","Gas6",1,"turquoise"
"3632","Gusb",1,"turquoise"
"3633","Vkorc1l1",2,"blue"
"3634","Chchd2",1,"turquoise"
"3635","Phkg1",9,"magenta"
"3636","Sumf2",9,"magenta"
"3637","Cct6a",0,"grey"
"3638","Psph",1,"turquoise"
"3639","Nipsnap2",1,"turquoise"
"3640","Znf713",1,"turquoise"
"3641","LOC101973823",1,"turquoise"
"3642","Ahsp",1,"turquoise"
"3643","CUNH16orf58",6,"red"
"3644","Grk1",0,"grey"
"3645","Tgfb1i1",0,"grey"
"3646","Armc5",7,"black"
"3647","Itgam",10,"purple"
"3648","Lrrcc1",0,"grey"
"3649","E2f5",1,"turquoise"
"3650","CUNH8orf59",1,"turquoise"
"3651","Ca13",14,"cyan"
"3652","Ca2",14,"cyan"
"3653","Wwp1",8,"pink"
"3654","Tfdp1",0,"grey"
"3655","Rmdn1",0,"grey"
"3656","Cpne3",5,"green"
"3657","Mmp16",5,"green"
"3658","Osgin2",1,"turquoise"
"3659","Tmco3",0,"grey"
"3660","Nbn",1,"turquoise"
"3661","Decr1",22,"darkgreen"
"3662","Calb1",24,"darkgrey"
"3663","Tmem64",4,"yellow"
"3664","Necab1",5,"green"
"3665","CUNH8orf88",7,"black"
"3666","Tmem55a",8,"pink"
"3667","Dcun1d2",1,"turquoise"
"3668","LOC110598472",1,"turquoise"
"3669","Otud6b",18,"lightgreen"
"3670","Runx1t1",4,"yellow"
"3671","Triqk",24,"darkgrey"
"3672","Fam92a",1,"turquoise"
"3673","Rbm12b",3,"brown"
"3674","Tmem67",4,"yellow"
"3675","Pdp1",2,"blue"
"3676","Gem",1,"turquoise"
"3677","Rad54b",0,"grey"
"3678","Virma",16,"lightcyan"
"3679","Dpy19l4",5,"green"
"3680","Ints8",17,"grey60"
"3681","Tp53inp1",4,"yellow"
"3682","Ndufaf6",1,"turquoise"
"3683","Plekhf2",0,"grey"
"3684","CUNH8orf37",0,"grey"
"3685","Fam19a2",2,"blue"
"3686","Usp15",18,"lightgreen"
"3687","Mon2",5,"green"
"3688","Ppm1h",2,"blue"
"3689","Lamp1",1,"turquoise"
"3690","Tmem5",1,"turquoise"
"3691","Srgap1",5,"green"
"3692","CUNH12orf66",18,"lightgreen"
"3693","Xpot",8,"pink"
"3694","Tbk1",17,"grey60"
"3695","Cul4a",1,"turquoise"
"3696","Rassf3",3,"brown"
"3697","Gns",2,"blue"
"3698","Tbc1d30",2,"blue"
"3699","Wif1",0,"grey"
"3700","Lemd3",4,"yellow"
"3701","Pcid2",1,"turquoise"
"3702","Llph",19,"lightyellow"
"3703","Tmbim4",1,"turquoise"
"3704","Irak3",4,"yellow"
"3705","Helb",3,"brown"
"3706","Grip1",5,"green"
"3707","Cand1",2,"blue"
"3708","Dyrk2",5,"green"
"3709","YWHAQ_gene11745",8,"pink"
"3710","Mdm1",3,"brown"
"3711","Rap1b",12,"tan"
"3712","Nup107",12,"tan"
"3713","Slc35e3",5,"green"
"3714","Mdm2",4,"yellow"
"3715","Cpm",3,"brown"
"3716","Cpsf6",4,"yellow"
"3717","Mcf2l",10,"purple"
"3718","Yeats4",3,"brown"
"3719","Frs2",11,"greenyellow"
"3720","Cct2",8,"pink"
"3721","Rab3ip",6,"red"
"3722","Atp11a",4,"yellow"
"3723","Cnot2",4,"yellow"
"3724","Kcnmb4",15,"midnightblue"
"3725","Ptprb",5,"green"
"3726","PTPRR",0,"grey"
"3727","Etv1",5,"green"
"3728","Tubgcp3",2,"blue"
"3729","Dgkb",2,"blue"
"3730","Ispd",13,"salmon"
"3731","Sostdc1",7,"black"
"3732","Ankmy2",12,"tan"
"3733","Bzw2",1,"turquoise"
"3734","Tspan13",0,"grey"
"3735","Ahr",4,"yellow"
"3736","Snx13",2,"blue"
"3737","Kcnj3",2,"blue"
"3738","Arhgef7",5,"green"
"3739","Hdac9",16,"lightcyan"
"3740","Twistnb",3,"brown"
"3741","Tmem196",2,"blue"
"3742","ATL2_containing",4,"yellow"
"3743","LOC110598614",7,"black"
"3744","Itgb8",11,"greenyellow"
"3745","Sp4",4,"yellow"
"3746","Dnah11",14,"cyan"
"3747","Rapgef5",4,"yellow"
"3748","Pgk1",1,"turquoise"
"3749","Taf9b",0,"grey"
"3750","Ankrd10",7,"black"
"3751","Ing1",12,"tan"
"3752","Itm2a",1,"turquoise"
"3753","Cars2",9,"magenta"
"3754","Brwd3",4,"yellow"
"3755","Hmgn5",1,"turquoise"
"3756","Sh3bgrl",1,"turquoise"
"3757","Naxd",1,"turquoise"
"3758","Atmin",2,"blue"
"3759","Pou3f4",11,"greenyellow"
"3760","Rps6ka6",2,"blue"
"3761","Apool",1,"turquoise"
"3762","Znf711",2,"blue"
"3763","Chm",2,"blue"
"3764","Bex3",1,"turquoise"
"3765","Tceal9",1,"turquoise"
"3766","Col4a2",10,"purple"
"3767","Tceal7",1,"turquoise"
"3768","BEX2",1,"turquoise"
"3769","Tceal5",1,"turquoise"
"3770","Bex4",19,"lightyellow"
"3771","BEX1",1,"turquoise"
"3772","Galnt13",2,"blue"
"3773","Col4a1",11,"greenyellow"
"3774","ANP32E_gene11902",6,"red"
"3775","Stk38l",4,"yellow"
"3776","Med21",12,"tan"
"3777","Tm7sf3",12,"tan"
"3778","Fgfr1op2",3,"brown"
"3779","Irs2",2,"blue"
"3780","Ints13",3,"brown"
"3781","Itpr2",5,"green"
"3782","Sspn",5,"green"
"3783","Bhlhe41",4,"yellow"
"3784","Rassf8",2,"blue"
"3785","Kras",2,"blue"
"3786","Etfrf1",1,"turquoise"
"3787","Bcat1",2,"blue"
"3788","Myo16",0,"grey"
"3789","Sox5",5,"green"
"3790","Etnk1",18,"lightgreen"
"3791","C2cd5",0,"grey"
"3792","St8sia1",5,"green"
"3793","Cmas",23,"darkturquoise"
"3794","Abcc9",26,"darkorange"
"3795","Ldhb",1,"turquoise"
"3796","Golt1b",4,"yellow"
"3797","Recql",5,"green"
"3798","Pyroxd1",1,"turquoise"
"3799","Tnfsf13b",0,"grey"
"3800","Slco1a2",22,"darkgreen"
"3801","Pde3a",5,"green"
"3802","AEBP2_like",19,"lightyellow"
"3803","Aebp2",4,"yellow"
"3804","Abhd13",18,"lightgreen"
"3805","Plekha5",5,"green"
"3806","Crhbp",0,"grey"
"3807","Lig4",3,"brown"
"3808","F2r",16,"lightcyan"
"3809","Iqgap2",14,"cyan"
"3810","Sv2c",2,"blue"
"3811","Poc5",12,"tan"
"3812","Fam155a",6,"red"
"3813","Polk",4,"yellow"
"3814","Col4a3bp",5,"green"
"3815","Hmgcr",7,"black"
"3816","Fam169a",5,"green"
"3817","Nsa2",1,"turquoise"
"3818","Arglu1",20,"royalblue"
"3819","Gfm2",6,"red"
"3820","Hexb",12,"tan"
"3821","Enc1",16,"lightcyan"
"3822","Arhgef28",5,"green"
"3823","Utp15",12,"tan"
"3824","Ankra2",0,"grey"
"3825","Btf3",1,"turquoise"
"3826","Vcan",20,"royalblue"
"3827","Rprm",1,"turquoise"
"3828","Efnb2",20,"royalblue"
"3829","Fcho2",4,"yellow"
"3830","Tnpo1",4,"yellow"
"3831","Znf366",4,"yellow"
"3832","Ptcd2",19,"lightyellow"
"3833","Mrps27",1,"turquoise"
"3834","Map1b",2,"blue"
"3835","Cartpt",24,"darkgrey"
"3836","Mccc2",2,"blue"
"3837","Bdp1",4,"yellow"
"3838","SMN1_like",0,"grey"
"3839","Naip",5,"green"
"3840","Aggf1",17,"grey60"
"3841","Zbed3",7,"black"
"3842","Pde8b",0,"grey"
"3843","Wdr41",0,"grey"
"3844","Otp",6,"red"
"3845","Tbca",1,"turquoise"
"3846","Ap3b1",8,"pink"
"3847","Scamp1",2,"blue"
"3848","Lhfpl2",4,"yellow"
"3849","Arsb",22,"darkgreen"
"3850","Jmy",4,"yellow"
"3851","Homer1",18,"lightgreen"
"3852","Papd4",4,"yellow"
"3853","Cmya5",11,"greenyellow"
"3854","Mtx3",5,"green"
"3855","Thbs4",7,"black"
"3856","Serinc5",4,"yellow"
"3857","ZFYVE16",5,"green"
"3858","ZFYVE16_like",4,"yellow"
"3859","Tyms",0,"grey"
"3860","Colec12",27,"white"
"3861","Thoc1",19,"lightyellow"
"3862","Usp14",8,"pink"
"3863","Rock1",4,"yellow"
"3864","Greb1l",4,"yellow"
"3865","Esco1",3,"brown"
"3866","Snrpd1",19,"lightyellow"
"3867","Abhd3",0,"grey"
"3868","Mib1",5,"green"
"3869","Rbbp8",14,"cyan"
"3870","Cables1",7,"black"
"3871","Tmem241",10,"purple"
"3872","Riok3",17,"grey60"
"3873","RMC1",23,"darkturquoise"
"3874","Npc1",4,"yellow"
"3875","Ankrd29",2,"blue"
"3876","Lama3",10,"purple"
"3877","Ttc39c",1,"turquoise"
"3878","Cabyr",1,"turquoise"
"3879","Osbpl1a",13,"salmon"
"3880","Impact",13,"salmon"
"3881","ERCC5_containing",8,"pink"
"3882","Znf521",6,"red"
"3883","Ss18",4,"yellow"
"3884","Taf4b",0,"grey"
"3885","Bivm",2,"blue"
"3886","Kctd1",24,"darkgrey"
"3887","Aqp4",20,"royalblue"
"3888","Chst9",0,"grey"
"3889","Cdh2",2,"blue"
"3890","Ddx10",8,"pink"
"3891","Exph5",11,"greenyellow"
"3892","Kdelc2",14,"cyan"
"3893","Atm",5,"green"
"3894","Kdelc1",3,"brown"
"3895","NPAT",4,"yellow"
"3896","Acat1",1,"turquoise"
"3897","Cul5",5,"green"
"3898","Elmod1",6,"red"
"3899","Cwf19l2",5,"green"
"3900","Aasdhppt",2,"blue"
"3901","Kbtbd3",0,"grey"
"3902","Msantd4",3,"brown"
"3903","Gria4",2,"blue"
"3904","Ccdc168",11,"greenyellow"
"3905","Pdgfd",0,"grey"
"3906","Dync2h1",5,"green"
"3907","Dcun1d5",1,"turquoise"
"3908","Tmem123",17,"grey60"
"3909","Tpp2",2,"blue"
"3910","Birc2",17,"grey60"
"3911","Birc3",3,"brown"
"3912","Yap1",4,"yellow"
"3913","Cep126",2,"blue"
"3914","Arhgap42",4,"yellow"
"3915","Cntn5",2,"blue"
"3916","Gfod1",2,"blue"
"3917","Sirt5",10,"purple"
"3918","Nol7",1,"turquoise"
"3919","Ranbp9",8,"pink"
"3920","Fgf14",2,"blue"
"3921","Rnf182",0,"grey"
"3922","Cd83",6,"red"
"3923","Jarid2",5,"green"
"3924","Dtnbp1",9,"magenta"
"3925","Mylip",4,"yellow"
"3926","Gmpr",19,"lightyellow"
"3927","Atxn1",4,"yellow"
"3928","Itgbl1",27,"white"
"3929","Cap2",2,"blue"
"3930","Fam8a1",18,"lightgreen"
"3931","Nup153",2,"blue"
"3932","LOC101972869",13,"salmon"
"3933","Kif13a",5,"green"
"3934","Nalcn",2,"blue"
"3935","Tpmt",0,"grey"
"3936","Kdm1b",3,"brown"
"3937","Dek",17,"grey60"
"3938","Rnf144b",26,"darkorange"
"3939","Mboat1",7,"black"
"3940","E2f3",2,"blue"
"3941","Arl6ip6",20,"royalblue"
"3942","Tmtc4",18,"lightgreen"
"3943","Cdkal1",1,"turquoise"
"3944","LOC110598537",0,"grey"
"3945","Pcdh9",5,"green"
"3946","Ggact",1,"turquoise"
"3947","Pcca",14,"cyan"
"3948","Zic2",0,"grey"
"3949","Gk",8,"pink"
"3950","Tab3",2,"blue"
"3951","Zic5",3,"brown"
"3952","Dmd",11,"greenyellow"
"3953","Pcm1",5,"green"
"3954","Asah1",13,"salmon"
"3955","Frg1",1,"turquoise"
"3956","Fat1",5,"green"
"3957","Clybl",22,"darkgreen"
"3958","CYP4V2_like",0,"grey"
"3959","Fam149a",1,"turquoise"
"3960","Tlr3",4,"yellow"
"3961","Sorbs2",17,"grey60"
"3962","Pdlim3",7,"black"
"3963","Ufsp2",1,"turquoise"
"3964","Snx25",1,"turquoise"
"3965","Cfap97",4,"yellow"
"3966","Slc25a4",1,"turquoise"
"3967","Acsl1",0,"grey"
"3968","Tm9sf2",17,"grey60"
"3969","Casp3",17,"grey60"
"3970","Irf2",3,"brown"
"3971","Enpp6",20,"royalblue"
"3972","Stox2",2,"blue"
"3973","Trappc11",2,"blue"
"3974","Rwdd4",12,"tan"
"3975","Ing2",3,"brown"
"3976","Cdkn2aip",3,"brown"
"3977","Wwc2",4,"yellow"
"3978","Dctd",1,"turquoise"
"3979","Tenm3",2,"blue"
"3980","Ubac2",12,"tan"
"3981","Gdf10",8,"pink"
"3982","Znf488",4,"yellow"
"3983","ANXA8_like",0,"grey"
"3984","Prpf40a",8,"pink"
"3985","Cpe",6,"red"
"3986","Msmo1",3,"brown"
"3987","Klhl2",11,"greenyellow"
"3988","Tmem192",2,"blue"
"3989","March1",0,"grey"
"3990","Tma16",22,"darkgreen"
"3991","Npy1r",4,"yellow"
"3992","Naf1",4,"yellow"
"3993","Psd3",4,"yellow"
"3994","Dock9",5,"green"
"3995","Csgalnact1",0,"grey"
"3996","Ints10",15,"midnightblue"
"3997","Lpl",14,"cyan"
"3998","Atp6v1b2",2,"blue"
"3999","Lzts1",24,"darkgrey"
"4000","Gfra2",0,"grey"
"4001","Dok2",0,"grey"
"4002","Xpo7",4,"yellow"
"4003","Fgf17",0,"grey"
"4004","Dmtn",1,"turquoise"
"4005","Fam160b2",1,"turquoise"
"4006","Nudt18",1,"turquoise"
"4007","Stk24",6,"red"
"4008","Hr",10,"purple"
"4009","Reep4",3,"brown"
"4010","Lgi3",1,"turquoise"
"4011","Bmp1",10,"purple"
"4012","Phyhip",6,"red"
"4013","Polr3d",12,"tan"
"4014","Ppp3cc",1,"turquoise"
"4015","Farp1",11,"greenyellow"
"4016","Sorbs3",9,"magenta"
"4017","Pdlim2",14,"cyan"
"4018","CUNH8orf58",6,"red"
